"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,5.7513e-07,1,1,0,0,0.2,0
1,5.7164e-07,1,1,0.0001,0.0001,0.2,0
1,5.6816e-07,1,1,0.0002,0.0002,0.2,0
1,5.6468e-07,1,1,0.0003,0.0003,0.2,0
1,5.612e-07,1,1,0.0004,0.0004,0.2,0
1,5.5772e-07,1,1,0.0005,0.0005,0.2,0
1,5.5423e-07,1,1,0.0006,0.0006,0.2,0
1,5.5075e-07,1,1,0.0007,0.0007,0.2,0
1,5.4727e-07,1,1,0.0008,0.0008,0.2,0
1,5.4379e-07,1,1,0.0009,0.0009,0.2,0
1,5.403e-07,1,1,0.001,0.001,0.2,0
1,5.3682e-07,1,1,0.0011,0.0011,0.2,0
1,5.3334e-07,1,1,0.0012,0.0012,0.2,0
1,5.2986e-07,1,1,0.0013,0.0013,0.2,0
1,5.2638e-07,1,1,0.0014,0.0014,0.2,0
1,5.2289e-07,1,1,0.0015,0.0015,0.2,0
1,5.1941e-07,1,1,0.0016,0.0016,0.2,0
1,5.1593e-07,1,1,0.0017,0.0017,0.2,0
1,5.1245e-07,1,1,0.0018,0.0018,0.2,0
1,5.0896e-07,1,1,0.0019,0.0019,0.2,0
1,5.0548e-07,1,1,0.002,0.002,0.2,0
1,5.02e-07,1,1,0.0021,0.0021,0.2,0
1,4.9852e-07,1,1,0.0022,0.0022,0.2,0
1,4.9504e-07,1,1,0.0023,0.0023,0.2,0
1,4.9155e-07,1,1,0.0024,0.0024,0.2,0
1,4.8807e-07,1,1,0.0025,0.0025,0.2,0
1,4.8459e-07,1,1,0.0026,0.0026,0.2,0
1,4.8111e-07,1,1,0.0027,0.0027,0.2,0
1,4.7762e-07,1,1,0.0028,0.0028,0.2,0
1,4.7414e-07,1,1,0.0029,0.0029,0.2,0
1,4.7066e-07,1,1,0.003,0.003,0.2,0
1,4.6718e-07,1,1,0.0031,0.0031,0.2,0
1,4.6369e-07,1,1,0.0032,0.0032,0.2,0
1,4.6021e-07,1,1,0.0033,0.0033,0.2,0
1,4.5673e-07,1,1,0.0034,0.0034,0.2,0
1,4.5325e-07,1,1,0.0035,0.0035,0.2,0
1,4.4977e-07,1,1,0.0036,0.0036,0.2,0
1,4.4628e-07,1,1,0.0037,0.0037,0.2,0
1,4.428e-07,1,1,0.0038,0.0038,0.2,0
1,4.3932e-07,1,1,0.0039,0.0039,0.2,0
1,4.3584e-07,1,1,0.004,0.004,0.2,0
1,4.3235e-07,1,1,0.0041,0.0041,0.2,0
1,4.2887e-07,1,1,0.0042,0.0042,0.2,0
1,4.2539e-07,1,1,0.0043,0.0043,0.2,0
1,4.2191e-07,1,1,0.0044,0.0044,0.2,0
1,4.1843e-07,1,1,0.0045,0.0045,0.2,0
1,4.1494e-07,1,1,0.0046,0.0046,0.2,0
1,4.1146e-07,1,1,0.0047,0.0047,0.2,0
1,4.0798e-07,1,1,0.0048,0.0048,0.2,0
1,4.045e-07,1,1,0.0049,0.0049,0.2,0
1,4.0101e-07,1,1,0.005,0.005,0.2,0
1,3.9753e-07,1,1,0.0051,0.0051,0.2,0
1,3.9405e-07,1,1,0.0052,0.0052,0.2,0
1,3.9057e-07,1,1,0.0053,0.0053,0.2,0
1,3.8709e-07,1,1,0.0054,0.0054,0.2,0
1,3.836e-07,1,1,0.0055,0.0055,0.2,0
1,3.8012e-07,1,1,0.0056,0.0056,0.2,0
1,3.7664e-07,1,1,0.0057,0.0057,0.2,0
1,3.7316e-07,1,1,0.0058,0.0058,0.2,0
1,3.6967e-07,1,1,0.0059,0.0059,0.2,0
1,3.6619e-07,1,1,0.006,0.006,0.2,0
1,3.6271e-07,1,1,0.0061,0.0061,0.2,0
1,3.5923e-07,1,1,0.0062,0.0062,0.2,0
1,3.5574e-07,1,1,0.0063,0.0063,0.2,0
1,3.5226e-07,1,1,0.0064,0.0064,0.2,0
1,3.4878e-07,1,1,0.0065,0.0065,0.2,0
1,3.453e-07,1,1,0.0066,0.0066,0.2,0
1,3.4182e-07,1,1,0.0067,0.0067,0.2,0
1,3.3833e-07,1,1,0.0068,0.0068,0.2,0
1,3.3485e-07,1,1,0.0069,0.0069,0.2,0
1,3.3137e-07,1,1,0.007,0.007,0.2,0
1,3.2789e-07,1,1,0.0071,0.0071,0.2,0
1,3.244e-07,1,1,0.0072,0.0072,0.2,0
1,3.2092e-07,1,1,0.0073,0.0073,0.2,0
1,3.1744e-07,1,1,0.0074,0.0074,0.2,0
1,3.1396e-07,1,1,0.0075,0.0075,0.2,0
1,3.1048e-07,1,1,0.0076,0.0076,0.2,0
1,3.0699e-07,1,1,0.0077,0.0077,0.2,0
1,3.0351e-07,1,1,0.0078,0.0078,0.2,0
1,3.0003e-07,1,1,0.0079,0.0079,0.2,0
1,2.9655e-07,1,1,0.008,0.008,0.2,0
1,2.9306e-07,1,1,0.0081,0.0081,0.2,0
1,2.8958e-07,1,1,0.0082,0.0082,0.2,0
1,2.861e-07,1,1,0.0083,0.0083,0.2,0
1,2.8262e-07,1,1,0.0084,0.0084,0.2,0
1,2.7914e-07,1,1,0.0085,0.0085,0.2,0
1,2.7565e-07,1,1,0.0086,0.0086,0.2,0
1,2.7217e-07,1,1,0.0087,0.0087,0.2,0
1,2.6869e-07,1,1,0.0088,0.0088,0.2,0
1,2.6521e-07,1,1,0.0089,0.0089,0.2,0
1,2.6172e-07,1,1,0.009,0.009,0.2,0
1,2.5824e-07,1,1,0.0091,0.0091,0.2,0
1,2.5476e-07,1,1,0.0092,0.0092,0.2,0
1,2.5128e-07,1,1,0.0093,0.0093,0.2,0
1,2.4779e-07,1,1,0.0094,0.0094,0.2,0
1,2.4431e-07,1,1,0.0095,0.0095,0.2,0
