"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-1.0708e-05,1,1,0,0,0.2,0
1,-1.0632e-05,1,1,0.0001,0.0001,0.2,0
1,-1.0557e-05,1,1,0.0002,0.0002,0.2,0
1,-1.0481e-05,1,1,0.0003,0.0003,0.2,0
1,-1.0405e-05,1,1,0.0004,0.0004,0.2,0
1,-1.033e-05,1,1,0.0005,0.0005,0.2,0
1,-1.0254e-05,1,1,0.0006,0.0006,0.2,0
1,-1.0179e-05,1,1,0.0007,0.0007,0.2,0
1,-1.0103e-05,1,1,0.0008,0.0008,0.2,0
1,-1.0028e-05,1,1,0.0009,0.0009,0.2,0
1,-9.9523e-06,1,1,0.001,0.001,0.2,0
1,-9.8767e-06,1,1,0.0011,0.0011,0.2,0
1,-9.8012e-06,1,1,0.0012,0.0012,0.2,0
1,-9.7256e-06,1,1,0.0013,0.0013,0.2,0
1,-9.6501e-06,1,1,0.0014,0.0014,0.2,0
1,-9.5746e-06,1,1,0.0015,0.0015,0.2,0
1,-9.499e-06,1,1,0.0016,0.0016,0.2,0
1,-9.4235e-06,1,1,0.0017,0.0017,0.2,0
1,-9.3479e-06,1,1,0.0018,0.0018,0.2,0
1,-9.2724e-06,1,1,0.0019,0.0019,0.2,0
1,-9.1969e-06,1,1,0.002,0.002,0.2,0
1,-9.1213e-06,1,1,0.0021,0.0021,0.2,0
1,-9.0458e-06,1,1,0.0022,0.0022,0.2,0
1,-8.9702e-06,1,1,0.0023,0.0023,0.2,0
1,-8.8947e-06,1,1,0.0024,0.0024,0.2,0
1,-8.8192e-06,1,1,0.0025,0.0025,0.2,0
1,-8.7436e-06,1,1,0.0026,0.0026,0.2,0
1,-8.6681e-06,1,1,0.0027,0.0027,0.2,0
1,-8.5925e-06,1,1,0.0028,0.0028,0.2,0
1,-8.517e-06,1,1,0.0029,0.0029,0.2,0
1,-8.4415e-06,1,1,0.003,0.003,0.2,0
1,-8.3659e-06,1,1,0.0031,0.0031,0.2,0
