"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0312,0.99309,-0.029658,1,0,-0.25,1,0
1.0311,0.99306,-0.02952,1,0.00015,-0.24985,1,0
1.0309,0.99303,-0.029382,1,0.00030001,-0.2497,1,0
1.0308,0.993,-0.029245,1,0.00045,-0.24955,1,0
1.0307,0.99297,-0.029107,1,0.0006,-0.2494,1,0
1.0305,0.99293,-0.028969,1,0.00075001,-0.24925,1,0
1.0304,0.9929,-0.028831,1,0.0009,-0.2491,1,0
1.0303,0.99287,-0.028693,1,0.00105,-0.24895,1,0
1.0302,0.99284,-0.028555,1,0.0012,-0.2488,1,0
1.03,0.99281,-0.028418,1,0.00135,-0.24865,1,0
1.0299,0.99278,-0.02828,1,0.0015,-0.2485,1,0
1.0298,0.99275,-0.028142,1,0.00165,-0.24835,1,0
1.0297,0.99272,-0.028004,1,0.0018,-0.2482,1,0
1.0295,0.99269,-0.027866,1,0.00195,-0.24805,1,0
1.0294,0.99266,-0.027728,1,0.0021,-0.2479,1,0
1.0293,0.99263,-0.02759,1,0.00225,-0.24775,1,0
1.0291,0.9926,-0.027453,1,0.0024,-0.2476,1,0
1.029,0.99257,-0.027315,1,0.00255,-0.24745,1,0
1.0289,0.99254,-0.027177,1,0.0027,-0.2473,1,0
1.0288,0.9925,-0.027039,1,0.00285,-0.24715,1,0
1.0286,0.99247,-0.026901,1,0.003,-0.247,1,0
1.0285,0.99244,-0.026763,1,0.00315,-0.24685,1,0
1.0284,0.99241,-0.026626,1,0.0033,-0.2467,1,0
1.0282,0.99238,-0.026488,1,0.00345,-0.24655,1,0
1.0281,0.99235,-0.02635,1,0.0036,-0.2464,1,0
1.028,0.99232,-0.026212,1,0.00375,-0.24625,1,0
1.0279,0.99229,-0.026074,1,0.0039,-0.2461,1,0
1.0277,0.99226,-0.025936,1,0.00405,-0.24595,1,0
1.0276,0.99223,-0.025798,1,0.0042,-0.2458,1,0
1.0275,0.9922,-0.025661,1,0.00435,-0.24565,1,0
1.0274,0.99217,-0.025523,1,0.0045,-0.2455,1,0
1.0272,0.99214,-0.025385,1,0.00465,-0.24535,1,0
1.0271,0.9921,-0.025247,1,0.0048,-0.2452,1,0
1.027,0.99207,-0.025109,1,0.00495,-0.24505,1,0
1.0268,0.99204,-0.024971,1,0.0051,-0.2449,1,0
1.0267,0.99201,-0.024834,1,0.00525,-0.24475,1,0
1.0266,0.99198,-0.024696,1,0.0054,-0.2446,1,0
1.0265,0.99195,-0.024558,1,0.00555,-0.24445,1,0
1.0263,0.99192,-0.02442,1,0.0057,-0.2443,1,0
1.0262,0.99189,-0.024282,1,0.00585,-0.24415,1,0
1.0261,0.99186,-0.024144,1,0.006,-0.244,1,0
1.026,0.99183,-0.024006,1,0.00615,-0.24385,1,0
