"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.99897,3.009e-05,1,0,-0.25,1,0
1,0.99898,3.0829e-05,1,0.00015,-0.24985,1,0
1,0.99899,3.1568e-05,1,0.00030001,-0.2497,1,0
1,0.999,3.2307e-05,1,0.00045,-0.24955,1,0
1,0.99901,3.3045e-05,1,0.0006,-0.2494,1,0
0.99999,0.99902,3.3784e-05,1,0.00075001,-0.24925,1,0
0.99998,0.99903,3.4523e-05,1,0.0009,-0.2491,1,0
0.99997,0.99905,3.5262e-05,1,0.00105,-0.24895,1,0
0.99996,0.99906,3.6001e-05,1,0.0012,-0.2488,1,0
0.99995,0.99907,3.674e-05,1,0.00135,-0.24865,1,0
0.99994,0.99908,3.7479e-05,1,0.0015,-0.2485,1,0
0.99993,0.99909,3.8218e-05,1,0.00165,-0.24835,1,0
0.99992,0.9991,3.8957e-05,1,0.0018,-0.2482,1,0
0.99991,0.99912,3.9695e-05,1,0.00195,-0.24805,1,0
0.9999,0.99913,4.0434e-05,1,0.0021,-0.2479,1,0
0.99989,0.99914,4.1173e-05,1,0.00225,-0.24775,1,0
0.99988,0.99915,4.1912e-05,1,0.0024,-0.2476,1,0
0.99987,0.99916,4.2651e-05,1,0.00255,-0.24745,1,0
0.99986,0.99917,4.339e-05,1,0.0027,-0.2473,1,0
0.99985,0.99919,4.4129e-05,1,0.00285,-0.24715,1,0
0.99984,0.9992,4.4868e-05,1,0.003,-0.247,1,0
0.99983,0.99921,4.5607e-05,1,0.00315,-0.24685,1,0
0.99982,0.99922,4.6345e-05,1,0.0033,-0.2467,1,0
0.99981,0.99923,4.7084e-05,1,0.00345,-0.24655,1,0
0.9998,0.99924,4.7823e-05,1,0.0036,-0.2464,1,0
0.99979,0.99925,4.8562e-05,1,0.00375,-0.24625,1,0
0.99977,0.99927,4.9301e-05,1,0.0039,-0.2461,1,0
0.99976,0.99928,5.004e-05,1,0.00405,-0.24595,1,0
0.99975,0.99929,5.0779e-05,1,0.0042,-0.2458,1,0
0.99974,0.9993,5.1518e-05,1,0.00435,-0.24565,1,0
0.99973,0.99931,5.2257e-05,1,0.0045,-0.2455,1,0
0.99972,0.99932,5.2995e-05,1,0.00465,-0.24535,1,0
0.99971,0.99934,5.3734e-05,1,0.0048,-0.2452,1,0
0.9997,0.99935,5.4473e-05,1,0.00495,-0.24505,1,0
0.99969,0.99936,5.5212e-05,1,0.0051,-0.2449,1,0
0.99968,0.99937,5.5951e-05,1,0.00525,-0.24475,1,0
0.99967,0.99938,5.669e-05,1,0.0054,-0.2446,1,0
0.99966,0.99939,5.7429e-05,1,0.00555,-0.24445,1,0
0.99965,0.9994,5.8168e-05,1,0.0057,-0.2443,1,0
0.99964,0.99942,5.8907e-05,1,0.00585,-0.24415,1,0
0.99963,0.99943,5.9645e-05,1,0.006,-0.244,1,0
0.99962,0.99944,6.0384e-05,1,0.00615,-0.24385,1,0
0.99961,0.99945,6.1123e-05,1,0.0063,-0.2437,1,0
0.9996,0.99946,6.1862e-05,1,0.00645,-0.24355,1,0
0.99959,0.99947,6.2601e-05,1,0.0066,-0.2434,1,0
0.99958,0.99949,6.334e-05,1,0.00675,-0.24325,1,0
0.99957,0.9995,6.4079e-05,1,0.0069,-0.2431,1,0
0.99956,0.99951,6.4818e-05,1,0.00705,-0.24295,1,0
0.99955,0.99952,6.5557e-05,1,0.0072,-0.2428,1,0
0.99954,0.99953,6.6295e-05,1,0.00735,-0.24265,1,0
0.99953,0.99954,6.7034e-05,1,0.0075,-0.2425,1,0
0.99952,0.99955,6.7773e-05,1,0.00765,-0.24235,1,0
0.99951,0.99957,6.8512e-05,1,0.0078,-0.2422,1,0
0.99949,0.99958,6.9251e-05,1,0.00795,-0.24205,1,0
0.99948,0.99959,6.999e-05,1,0.0081,-0.2419,1,0
0.99947,0.9996,7.0729e-05,1,0.00825,-0.24175,1,0
0.99946,0.99961,7.1468e-05,1,0.0084,-0.2416,1,0
0.99945,0.99962,7.2207e-05,1,0.00855,-0.24145,1,0
0.99944,0.99964,7.2945e-05,1,0.0087,-0.2413,1,0
0.99943,0.99965,7.3684e-05,1,0.00885,-0.24115,1,0
0.99942,0.99966,7.4423e-05,1,0.009,-0.241,1,0
0.99941,0.99967,7.5162e-05,1,0.00915,-0.24085,1,0
0.9994,0.99968,7.5901e-05,1,0.0093,-0.2407,1,0
0.99939,0.99969,7.664e-05,1,0.00945,-0.24055,1,0
0.99938,0.99971,7.7379e-05,1,0.0096,-0.2404,1,0
0.99937,0.99972,7.8118e-05,1,0.00975,-0.24025,1,0
0.99936,0.99973,7.8857e-05,1,0.0099,-0.2401,1,0
0.99935,0.99974,7.9595e-05,1,0.01005,-0.23995,1,0
0.99934,0.99975,8.0334e-05,1,0.0102,-0.2398,1,0
0.99933,0.99976,8.1073e-05,1,0.01035,-0.23965,1,0
0.99932,0.99977,8.1812e-05,1,0.0105,-0.2395,1,0
0.99931,0.99979,8.2551e-05,1,0.01065,-0.23935,1,0
0.9993,0.9998,8.329e-05,1,0.0108,-0.2392,1,0
0.99929,0.99981,8.4029e-05,1,0.01095,-0.23905,1,0
0.99928,0.99982,8.4768e-05,1,0.0111,-0.2389,1,0
0.99927,0.99983,8.5507e-05,1,0.01125,-0.23875,1,0
0.99926,0.99984,8.6245e-05,1,0.0114,-0.2386,1,0
0.99925,0.99986,8.6984e-05,1,0.01155,-0.23845,1,0
0.99924,0.99987,8.7723e-05,1,0.0117,-0.2383,1,0
0.99922,0.99988,8.8462e-05,1,0.01185,-0.23815,1,0
0.99921,0.99989,8.9201e-05,1,0.012,-0.238,1,0
0.9992,0.9999,8.994e-05,1,0.01215,-0.23785,1,0
0.99919,0.99991,9.0679e-05,1,0.0123,-0.2377,1,0
0.99918,0.99992,9.1418e-05,1,0.01245,-0.23755,1,0
0.99917,0.99994,9.2157e-05,1,0.0126,-0.2374,1,0
0.99916,0.99995,9.2895e-05,1,0.01275,-0.23725,1,0
0.99915,0.99996,9.3634e-05,1,0.0129,-0.2371,1,0
0.99914,0.99997,9.4373e-05,1,0.01305,-0.23695,1,0
0.99913,0.99998,9.5112e-05,1,0.0132,-0.2368,1,0
0.99912,0.99999,9.5851e-05,1,0.01335,-0.23665,1,0
0.99911,1,9.659e-05,1,0.0135,-0.2365,1,0
0.9991,1,9.7329e-05,1,0.01365,-0.23635,1,0
0.99909,1,9.8068e-05,1,0.0138,-0.2362,1,0
0.99908,1,9.8807e-05,1,0.01395,-0.23605,1,0
0.99907,1.0001,9.9545e-05,1,0.0141,-0.2359,1,0
0.99906,1.0001,0.00010028,1,0.01425,-0.23575,1,0
0.99905,1.0001,0.00010102,1,0.0144,-0.2356,1,0
0.99904,1.0001,0.00010176,1,0.01455,-0.23545,1,0
0.99903,1.0001,0.0001025,1,0.0147,-0.2353,1,0
0.99902,1.0001,0.00010324,1,0.01485,-0.23515,1,0
0.99901,1.0001,0.00010398,1,0.015,-0.235,1,0
0.999,1.0001,0.00010472,1,0.01515,-0.23485,1,0
0.99899,1.0001,0.00010546,1,0.0153,-0.2347,1,0
0.99898,1.0002,0.0001062,1,0.01545,-0.23455,1,0
0.99897,1.0002,0.00010693,1,0.0156,-0.2344,1,0
0.99896,1.0002,0.00010767,1,0.01575,-0.23425,1,0
0.99894,1.0002,0.00010841,1,0.0159,-0.2341,1,0
0.99893,1.0002,0.00010915,1,0.01605,-0.23395,1,0
0.99892,1.0002,0.00010989,1,0.0162,-0.2338,1,0
0.99891,1.0002,0.00011063,1,0.01635,-0.23365,1,0
0.9989,1.0002,0.00011137,1,0.0165,-0.2335,1,0
0.99889,1.0002,0.00011211,1,0.01665,-0.23335,1,0
0.99888,1.0003,0.00011285,1,0.0168,-0.2332,1,0
0.99887,1.0003,0.00011358,1,0.01695,-0.23305,1,0
0.99886,1.0003,0.00011432,1,0.0171,-0.2329,1,0
0.99885,1.0003,0.00011506,1,0.01725,-0.23275,1,0
0.99884,1.0003,0.0001158,1,0.0174,-0.2326,1,0
0.99883,1.0003,0.00011654,1,0.01755,-0.23245,1,0
0.99882,1.0003,0.00011728,1,0.0177,-0.2323,1,0
0.99881,1.0003,0.00011802,1,0.01785,-0.23215,1,0
0.99881,1.0003,0.00011813,1,0.018,-0.232,1,0
0.99881,1.0004,0.00011821,1,0.01815,-0.23185,1,0
0.9988,1.0004,0.00011829,1,0.0183,-0.2317,1,0
0.9988,1.0004,0.00011837,1,0.01845,-0.23155,1,0
0.9988,1.0004,0.00011845,1,0.0186,-0.2314,1,0
0.9988,1.0004,0.00011853,1,0.01875,-0.23125,1,0
0.9988,1.0004,0.00011861,1,0.0189,-0.2311,1,0
0.9988,1.0004,0.00011869,1,0.01905,-0.23095,1,0
0.99879,1.0004,0.00011877,1,0.0192,-0.2308,1,0
0.99879,1.0004,0.00011885,1,0.01935,-0.23065,1,0
0.99879,1.0004,0.00011893,1,0.0195,-0.2305,1,0
0.99879,1.0004,0.00011901,1,0.01965,-0.23035,1,0
0.99879,1.0004,0.00011909,1,0.0198,-0.2302,1,0
0.99879,1.0004,0.00011917,1,0.01995,-0.23005,1,0
