"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.99999,1.5316e-06,1,0,-0.25,1,0
1,0.99999,1.5308e-06,1,0.00015,-0.24985,1,0
1,0.99999,1.53e-06,1,0.00030001,-0.2497,1,0
1,0.99999,1.5292e-06,1,0.00045,-0.24955,1,0
1,0.99999,1.5285e-06,1,0.0006,-0.2494,1,0
1,0.99999,1.5277e-06,1,0.00075001,-0.24925,1,0
1,0.99999,1.5269e-06,1,0.0009,-0.2491,1,0
1,0.99999,1.5262e-06,1,0.00105,-0.24895,1,0
1,0.99999,1.5254e-06,1,0.0012,-0.2488,1,0
1,0.99999,1.5246e-06,1,0.00135,-0.24865,1,0
1,0.99999,1.5238e-06,1,0.0015,-0.2485,1,0
1,0.99999,1.5231e-06,1,0.00165,-0.24835,1,0
1,0.99999,1.5223e-06,1,0.0018,-0.2482,1,0
1,0.99999,1.5215e-06,1,0.00195,-0.24805,1,0
1,0.99999,1.5208e-06,1,0.0021,-0.2479,1,0
1,0.99999,1.52e-06,1,0.00225,-0.24775,1,0
1,0.99999,1.5192e-06,1,0.0024,-0.2476,1,0
1,0.99999,1.5184e-06,1,0.00255,-0.24745,1,0
1,0.99999,1.5177e-06,1,0.0027,-0.2473,1,0
1,0.99999,1.5169e-06,1,0.00285,-0.24715,1,0
1,0.99999,1.5161e-06,1,0.003,-0.247,1,0
1,0.99999,1.5153e-06,1,0.00315,-0.24685,1,0
1,0.99999,1.5146e-06,1,0.0033,-0.2467,1,0
1,0.99999,1.5138e-06,1,0.00345,-0.24655,1,0
1,0.99999,1.513e-06,1,0.0036,-0.2464,1,0
1,0.99999,1.5123e-06,1,0.00375,-0.24625,1,0
1,0.99999,1.5115e-06,1,0.0039,-0.2461,1,0
1,0.99999,1.5107e-06,1,0.00405,-0.24595,1,0
1,0.99999,1.5099e-06,1,0.0042,-0.2458,1,0
1,0.99999,1.5092e-06,1,0.00435,-0.24565,1,0
1,0.99999,1.5084e-06,1,0.0045,-0.2455,1,0
1,0.99999,1.5076e-06,1,0.00465,-0.24535,1,0
1,0.99999,1.5069e-06,1,0.0048,-0.2452,1,0
1,0.99999,1.5061e-06,1,0.00495,-0.24505,1,0
1,0.99999,1.5053e-06,1,0.0051,-0.2449,1,0
1,0.99999,1.5045e-06,1,0.00525,-0.24475,1,0
1,0.99999,1.5038e-06,1,0.0054,-0.2446,1,0
1,0.99999,1.503e-06,1,0.00555,-0.24445,1,0
1,0.99999,1.5022e-06,1,0.0057,-0.2443,1,0
1,0.99999,1.5014e-06,1,0.00585,-0.24415,1,0
1,0.99999,1.5007e-06,1,0.006,-0.244,1,0
1,0.99999,1.4999e-06,1,0.00615,-0.24385,1,0
1,0.99999,1.4991e-06,1,0.0063,-0.2437,1,0
1,0.99999,1.4984e-06,1,0.00645,-0.24355,1,0
1,0.99999,1.4976e-06,1,0.0066,-0.2434,1,0
1,0.99999,1.4968e-06,1,0.00675,-0.24325,1,0
1,0.99999,1.496e-06,1,0.0069,-0.2431,1,0
1,0.99999,1.4953e-06,1,0.00705,-0.24295,1,0
1,0.99999,1.4945e-06,1,0.0072,-0.2428,1,0
1,0.99999,1.4937e-06,1,0.00735,-0.24265,1,0
1,0.99999,1.493e-06,1,0.0075,-0.2425,1,0
1,0.99999,1.4922e-06,1,0.00765,-0.24235,1,0
1,0.99999,1.4914e-06,1,0.0078,-0.2422,1,0
1,0.99999,1.4906e-06,1,0.00795,-0.24205,1,0
1,0.99999,1.4899e-06,1,0.0081,-0.2419,1,0
1,0.99999,1.4891e-06,1,0.00825,-0.24175,1,0
1,0.99999,1.4883e-06,1,0.0084,-0.2416,1,0
1,0.99999,1.4875e-06,1,0.00855,-0.24145,1,0
1,0.99999,1.4868e-06,1,0.0087,-0.2413,1,0
1,0.99999,1.486e-06,1,0.00885,-0.24115,1,0
1,0.99999,1.4852e-06,1,0.009,-0.241,1,0
1,0.99999,1.4845e-06,1,0.00915,-0.24085,1,0
1,0.99999,1.4837e-06,1,0.0093,-0.2407,1,0
1,0.99999,1.4829e-06,1,0.00945,-0.24055,1,0
1,0.99999,1.4821e-06,1,0.0096,-0.2404,1,0
1,0.99999,1.4814e-06,1,0.00975,-0.24025,1,0
1,0.99999,1.4806e-06,1,0.0099,-0.2401,1,0
1,0.99999,1.4798e-06,1,0.01005,-0.23995,1,0
1,0.99999,1.4791e-06,1,0.0102,-0.2398,1,0
1,1,1.4783e-06,1,0.01035,-0.23965,1,0
1,1,1.4775e-06,1,0.0105,-0.2395,1,0
1,1,1.4767e-06,1,0.01065,-0.23935,1,0
1,1,1.476e-06,1,0.0108,-0.2392,1,0
1,1,1.4752e-06,1,0.01095,-0.23905,1,0
1,1,1.4744e-06,1,0.0111,-0.2389,1,0
1,1,1.4736e-06,1,0.01125,-0.23875,1,0
1,1,1.4729e-06,1,0.0114,-0.2386,1,0
1,1,1.4721e-06,1,0.01155,-0.23845,1,0
1,1,1.4713e-06,1,0.0117,-0.2383,1,0
1,1,1.4706e-06,1,0.01185,-0.23815,1,0
1,1,1.4698e-06,1,0.012,-0.238,1,0
1,1,1.469e-06,1,0.01215,-0.23785,1,0
1,1,1.4682e-06,1,0.0123,-0.2377,1,0
1,1,1.4675e-06,1,0.01245,-0.23755,1,0
1,1,1.4667e-06,1,0.0126,-0.2374,1,0
0.99999,1,1.4659e-06,1,0.01275,-0.23725,1,0
0.99999,1,1.4652e-06,1,0.0129,-0.2371,1,0
0.99999,1,1.4644e-06,1,0.01305,-0.23695,1,0
0.99999,1,1.4636e-06,1,0.0132,-0.2368,1,0
0.99999,1,1.4628e-06,1,0.01335,-0.23665,1,0
0.99999,1,1.4621e-06,1,0.0135,-0.2365,1,0
0.99999,1,1.4613e-06,1,0.01365,-0.23635,1,0
0.99999,1,1.4605e-06,1,0.0138,-0.2362,1,0
0.99999,1,1.4597e-06,1,0.01395,-0.23605,1,0
0.99999,1,1.459e-06,1,0.0141,-0.2359,1,0
0.99999,1,1.4582e-06,1,0.01425,-0.23575,1,0
0.99999,1,1.4574e-06,1,0.0144,-0.2356,1,0
0.99999,1,1.4567e-06,1,0.01455,-0.23545,1,0
0.99999,1,1.4559e-06,1,0.0147,-0.2353,1,0
0.99999,1,1.4551e-06,1,0.01485,-0.23515,1,0
0.99999,1,1.4543e-06,1,0.015,-0.235,1,0
0.99999,1,1.4536e-06,1,0.01515,-0.23485,1,0
0.99999,1,1.4528e-06,1,0.0153,-0.2347,1,0
0.99999,1,1.452e-06,1,0.01545,-0.23455,1,0
0.99999,1,1.4513e-06,1,0.0156,-0.2344,1,0
0.99999,1,1.4505e-06,1,0.01575,-0.23425,1,0
0.99999,1,1.4497e-06,1,0.0159,-0.2341,1,0
0.99999,1,1.4489e-06,1,0.01605,-0.23395,1,0
