"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0001,0.9999,1.7324e-06,1,0,-0.25,1,0
1.0001,0.9999,1.7909e-06,1,0.00015,-0.24985,1,0
1.0001,0.9999,1.8494e-06,1,0.00030001,-0.2497,1,0
1.0001,0.9999,1.9078e-06,1,0.00045,-0.24955,1,0
1.0001,0.9999,1.9663e-06,1,0.0006,-0.2494,1,0
1.0001,0.9999,2.0248e-06,1,0.00075001,-0.24925,1,0
1.0001,0.9999,2.0832e-06,1,0.0009,-0.2491,1,0
1.0001,0.99991,2.1417e-06,1,0.00105,-0.24895,1,0
1.0001,0.99991,2.2002e-06,1,0.0012,-0.2488,1,0
1.0001,0.99991,2.2586e-06,1,0.00135,-0.24865,1,0
1.0001,0.99991,2.3171e-06,1,0.0015,-0.2485,1,0
1.0001,0.99991,2.3756e-06,1,0.00165,-0.24835,1,0
1.0001,0.99991,2.434e-06,1,0.0018,-0.2482,1,0
1.0001,0.99991,2.4925e-06,1,0.00195,-0.24805,1,0
1.0001,0.99991,2.551e-06,1,0.0021,-0.2479,1,0
1.0001,0.99991,2.6094e-06,1,0.00225,-0.24775,1,0
1.0001,0.99991,2.6679e-06,1,0.0024,-0.2476,1,0
1.0001,0.99991,2.7264e-06,1,0.00255,-0.24745,1,0
1.0001,0.99992,2.7848e-06,1,0.0027,-0.2473,1,0
1.0001,0.99992,2.8433e-06,1,0.00285,-0.24715,1,0
1.0001,0.99992,2.9018e-06,1,0.003,-0.247,1,0
1.0001,0.99992,2.9602e-06,1,0.00315,-0.24685,1,0
1.0001,0.99992,3.0187e-06,1,0.0033,-0.2467,1,0
1.0001,0.99992,3.0772e-06,1,0.00345,-0.24655,1,0
1.0001,0.99992,3.1357e-06,1,0.0036,-0.2464,1,0
1.0001,0.99992,3.1941e-06,1,0.00375,-0.24625,1,0
1,0.99992,3.2526e-06,1,0.0039,-0.2461,1,0
1,0.99992,3.3111e-06,1,0.00405,-0.24595,1,0
1,0.99992,3.3695e-06,1,0.0042,-0.2458,1,0
1,0.99993,3.428e-06,1,0.00435,-0.24565,1,0
1,0.99993,3.4865e-06,1,0.0045,-0.2455,1,0
1,0.99993,3.5449e-06,1,0.00465,-0.24535,1,0
1,0.99993,3.6034e-06,1,0.0048,-0.2452,1,0
1,0.99993,3.6619e-06,1,0.00495,-0.24505,1,0
1,0.99993,3.7203e-06,1,0.0051,-0.2449,1,0
1,0.99993,3.7788e-06,1,0.00525,-0.24475,1,0
1,0.99993,3.8373e-06,1,0.0054,-0.2446,1,0
1,0.99993,3.8957e-06,1,0.00555,-0.24445,1,0
1,0.99993,3.9542e-06,1,0.0057,-0.2443,1,0
1,0.99993,4.0127e-06,1,0.00585,-0.24415,1,0
1,0.99993,4.0711e-06,1,0.006,-0.244,1,0
1,0.99994,4.1296e-06,1,0.00615,-0.24385,1,0
1,0.99994,4.1881e-06,1,0.0063,-0.2437,1,0
1,0.99994,4.2466e-06,1,0.00645,-0.24355,1,0
1,0.99994,4.305e-06,1,0.0066,-0.2434,1,0
1,0.99994,4.3635e-06,1,0.00675,-0.24325,1,0
1,0.99994,4.422e-06,1,0.0069,-0.2431,1,0
1,0.99994,4.4804e-06,1,0.00705,-0.24295,1,0
1,0.99994,4.5389e-06,1,0.0072,-0.2428,1,0
1,0.99994,4.5974e-06,1,0.00735,-0.24265,1,0
1,0.99994,4.6558e-06,1,0.0075,-0.2425,1,0
1,0.99994,4.7143e-06,1,0.00765,-0.24235,1,0
1,0.99995,4.7728e-06,1,0.0078,-0.2422,1,0
1,0.99995,4.8312e-06,1,0.00795,-0.24205,1,0
1,0.99995,4.8897e-06,1,0.0081,-0.2419,1,0
1,0.99995,4.9482e-06,1,0.00825,-0.24175,1,0
1,0.99995,5.0066e-06,1,0.0084,-0.2416,1,0
1,0.99995,5.0651e-06,1,0.00855,-0.24145,1,0
1,0.99995,5.1236e-06,1,0.0087,-0.2413,1,0
1,0.99995,5.182e-06,1,0.00885,-0.24115,1,0
1,0.99995,5.2405e-06,1,0.009,-0.241,1,0
1,0.99995,5.299e-06,1,0.00915,-0.24085,1,0
1,0.99995,5.3575e-06,1,0.0093,-0.2407,1,0
1,0.99996,5.4159e-06,1,0.00945,-0.24055,1,0
