"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99827,1.0021,0.00085066,0.0015654,0.0019008,1,0,-1,1,0
0.99826,1.0022,0.0007972,0.0015583,0.001956,1,0.00099999,-0.999,1,0
0.99825,1.0022,0.00074373,0.0015512,0.0020113,1,0.002,-0.998,1,0
0.99824,1.0022,0.00069026,0.001544,0.0020665,1,0.003,-0.997,1,0
0.99823,1.0022,0.0006368,0.0015369,0.0021218,1,0.004,-0.996,1,0
0.99823,1.0022,0.00058333,0.0015298,0.0021771,1,0.005,-0.995,1,0
0.99822,1.0022,0.00052987,0.0015227,0.0022323,1,0.006,-0.994,1,0
0.99821,1.0022,0.0004764,0.0015156,0.0022876,1,0.007,-0.993,1,0
0.9982,1.0022,0.00042294,0.0015085,0.0023429,1,0.008,-0.992,1,0
0.9982,1.0022,0.00036947,0.0015014,0.0023981,1,0.009,-0.991,1,0
0.99819,1.0022,0.00031601,0.0014943,0.0024534,1,0.01,-0.99,1,0
0.99818,1.0023,0.00026254,0.0014872,0.0025087,1,0.011,-0.989,1,0
0.99817,1.0023,0.00020907,0.0014801,0.0025639,1,0.012,-0.988,1,0
0.99817,1.0023,0.00015561,0.001473,0.0026192,1,0.013,-0.987,1,0
0.99816,1.0023,0.00010215,0.0014658,0.0026745,1,0.014,-0.986,1,0
0.99815,1.0023,4.8681e-05,0.0014587,0.0027297,1,0.015,-0.985,1,0
0.99814,1.0023,-4.7837e-06,0.0014516,0.002785,1,0.016,-0.984,1,0
0.99814,1.0023,-5.8252e-05,0.0014445,0.0028402,1,0.017,-0.983,1,0
0.99813,1.0023,-0.00011172,0.0014374,0.0028955,1,0.018,-0.982,1,0
0.99812,1.0023,-0.00016518,0.0014303,0.0029508,1,0.019,-0.981,1,0
0.99811,1.0023,-0.00021865,0.0014232,0.003006,1,0.02,-0.98,1,0
0.99811,1.0024,-0.00027211,0.0014161,0.0030613,1,0.021,-0.979,1,0
0.9981,1.0024,-0.00032558,0.001409,0.0031166,1,0.022,-0.978,1,0
0.99809,1.0024,-0.00037904,0.0014019,0.0031718,1,0.023,-0.977,1,0
0.99808,1.0024,-0.00043251,0.0013948,0.0032271,1,0.024,-0.976,1,0
0.99807,1.0024,-0.00048597,0.0013876,0.0032824,1,0.025,-0.975,1,0
0.99807,1.0024,-0.00053944,0.0013805,0.0033376,1,0.026,-0.974,1,0
0.99806,1.0024,-0.0005929,0.0013734,0.0033929,1,0.027,-0.973,1,0
0.99805,1.0024,-0.00064637,0.0013663,0.0034482,1,0.028,-0.972,1,0
0.99804,1.0024,-0.00069983,0.0013592,0.0035034,1,0.029,-0.971,1,0
0.99804,1.0025,-0.0007533,0.0013521,0.0035587,1,0.03,-0.97,1,0
0.99803,1.0025,-0.00080677,0.001345,0.0036139,1,0.031,-0.969,1,0
0.99802,1.0025,-0.00086023,0.0013379,0.0036692,1,0.032,-0.968,1,0
0.99801,1.0025,-0.0009137,0.0013308,0.0037245,1,0.033,-0.967,1,0
0.99801,1.0025,-0.00096716,0.0013237,0.0037797,1,0.034,-0.966,1,0
0.998,1.0025,-0.0010206,0.0013165,0.003835,1,0.035,-0.965,1,0
0.99799,1.0025,-0.0010741,0.0013094,0.0038903,1,0.036,-0.964,1,0
0.99798,1.0025,-0.0011276,0.0013023,0.0039455,1,0.037,-0.963,1,0
0.99798,1.0025,-0.001181,0.0012952,0.0040008,1,0.038,-0.962,1,0
0.99797,1.0025,-0.0012345,0.0012881,0.0040561,1,0.039,-0.961,1,0
0.99796,1.0026,-0.001288,0.001281,0.0041113,1,0.04,-0.96,1,0
0.99795,1.0026,-0.0013414,0.0012739,0.0041666,1,0.041,-0.959,1,0
0.99794,1.0026,-0.0013949,0.0012668,0.0042218,1,0.042,-0.958,1,0
0.99794,1.0026,-0.0014483,0.0012597,0.0042771,1,0.043,-0.957,1,0
0.99793,1.0026,-0.0015018,0.0012526,0.0043324,1,0.044,-0.956,1,0
0.99792,1.0026,-0.0015553,0.0012455,0.0043876,1,0.045,-0.955,1,0
0.99791,1.0026,-0.0016087,0.0012383,0.0044429,1,0.046,-0.954,1,0
0.99791,1.0026,-0.0016622,0.0012312,0.0044982,1,0.047,-0.953,1,0
0.9979,1.0026,-0.0017157,0.0012241,0.0045534,1,0.048,-0.952,1,0
0.99789,1.0026,-0.0017691,0.001217,0.0046087,1,0.049,-0.951,1,0
0.99788,1.0027,-0.0018226,0.0012099,0.004664,1,0.05,-0.95,1,0
0.99788,1.0027,-0.0018761,0.0012028,0.0047192,1,0.051,-0.949,1,0
0.99787,1.0027,-0.0019295,0.0011957,0.0047745,1,0.052,-0.948,1,0
0.99786,1.0027,-0.001983,0.0011886,0.0048298,1,0.053,-0.947,1,0
0.99785,1.0027,-0.0020365,0.0011815,0.004885,1,0.054,-0.946,1,0
0.99785,1.0027,-0.0020899,0.0011744,0.0049403,1,0.055,-0.945,1,0
0.99784,1.0027,-0.0021434,0.0011673,0.0049955,1,0.056,-0.944,1,0
0.99783,1.0027,-0.0021969,0.0011601,0.0050508,1,0.057,-0.943,1,0
0.99782,1.0027,-0.0022503,0.001153,0.0051061,1,0.058,-0.942,1,0
0.99781,1.0027,-0.0023038,0.0011459,0.0051613,1,0.059,-0.941,1,0
0.99781,1.0028,-0.0023573,0.0011388,0.0052166,1,0.06,-0.94,1,0
0.9978,1.0028,-0.0024107,0.0011317,0.0052719,1,0.061,-0.939,1,0
0.99779,1.0028,-0.0024642,0.0011246,0.0053271,1,0.062,-0.938,1,0
0.99778,1.0028,-0.0025177,0.0011175,0.0053824,1,0.063,-0.937,1,0
0.99778,1.0028,-0.0025711,0.0011104,0.0054377,1,0.064,-0.936,1,0
0.99777,1.0028,-0.0026246,0.0011033,0.0054929,1,0.065,-0.935,1,0
0.99776,1.0028,-0.0026781,0.0010962,0.0055482,1,0.066,-0.934,1,0
0.99775,1.0028,-0.0027315,0.0010891,0.0056035,1,0.067,-0.933,1,0
0.99775,1.0028,-0.002785,0.0010819,0.0056587,1,0.068,-0.932,1,0
0.99774,1.0029,-0.0028384,0.0010748,0.005714,1,0.069,-0.931,1,0
0.99773,1.0029,-0.0028919,0.0010677,0.0057692,1,0.07,-0.93,1,0
0.99772,1.0029,-0.0029454,0.0010606,0.0058245,1,0.071,-0.929,1,0
0.99772,1.0029,-0.0029988,0.0010535,0.0058798,1,0.072,-0.928,1,0
0.99771,1.0029,-0.0030523,0.0010464,0.005935,1,0.073,-0.927,1,0
0.9977,1.0029,-0.0031058,0.0010393,0.0059903,1,0.074,-0.926,1,0
0.99769,1.0029,-0.0031592,0.0010322,0.0060456,1,0.075,-0.925,1,0
0.99768,1.0029,-0.0032127,0.0010251,0.0061008,1,0.076,-0.924,1,0
0.99768,1.0029,-0.0032662,0.001018,0.0061561,1,0.077,-0.923,1,0
0.99767,1.0029,-0.0033196,0.0010109,0.0062114,1,0.078,-0.922,1,0
0.99766,1.003,-0.0033731,0.0010037,0.0062666,1,0.079,-0.921,1,0
0.99765,1.003,-0.0034266,0.00099663,0.0063219,1,0.08,-0.92,1,0
0.99765,1.003,-0.00348,0.00098952,0.0063772,1,0.081,-0.919,1,0
0.99764,1.003,-0.0035335,0.00098241,0.0064324,1,0.082,-0.918,1,0
0.99763,1.003,-0.003587,0.0009753,0.0064877,1,0.083,-0.917,1,0
0.99762,1.003,-0.0036404,0.00096819,0.0065429,1,0.084,-0.916,1,0
0.99762,1.003,-0.0036939,0.00096109,0.0065982,1,0.085,-0.915,1,0
0.99761,1.003,-0.0037474,0.00095398,0.0066535,1,0.086,-0.914,1,0
0.9976,1.003,-0.0038008,0.00094687,0.0067087,1,0.087,-0.913,1,0
0.99759,1.003,-0.0038543,0.00093976,0.006764,1,0.088,-0.912,1,0
0.99759,1.0031,-0.0039078,0.00093265,0.0068193,1,0.089,-0.911,1,0
0.99758,1.0031,-0.0039612,0.00092554,0.0068745,1,0.09,-0.91,1,0
0.99757,1.0031,-0.0040147,0.00091843,0.0069298,1,0.091,-0.909,1,0
0.99756,1.0031,-0.0040682,0.00091132,0.0069851,1,0.092,-0.908,1,0
0.99755,1.0031,-0.0041216,0.00090421,0.0070403,1,0.093,-0.907,1,0
0.99755,1.0031,-0.0041751,0.0008971,0.0070956,1,0.094,-0.906,1,0
0.99754,1.0031,-0.0042285,0.00088999,0.0071509,1,0.095,-0.905,1,0
0.99753,1.0031,-0.004282,0.00088288,0.0072061,1,0.096,-0.904,1,0
0.99752,1.0031,-0.0043355,0.00087577,0.0072614,1,0.097,-0.903,1,0
0.99752,1.0032,-0.0043889,0.00086867,0.0073166,1,0.098,-0.902,1,0
0.99751,1.0032,-0.0044424,0.00086156,0.0073719,1,0.099,-0.901,1,0
0.9975,1.0032,-0.0044959,0.00085445,0.0074272,1,0.1,-0.9,1,0
0.99749,1.0032,-0.0045493,0.00084734,0.0074824,1,0.101,-0.899,1,0
0.99749,1.0032,-0.0046028,0.00084023,0.0075377,1,0.102,-0.898,1,0
0.99748,1.0032,-0.0046563,0.00083312,0.007593,1,0.103,-0.897,1,0
0.99747,1.0032,-0.0047097,0.00082601,0.0076482,1,0.104,-0.896,1,0
0.99746,1.0032,-0.0047632,0.0008189,0.0077035,1,0.105,-0.895,1,0
0.99746,1.0032,-0.0048167,0.00081179,0.0077588,1,0.106,-0.894,1,0
0.99745,1.0032,-0.0048701,0.00080468,0.007814,1,0.107,-0.893,1,0
0.99744,1.0033,-0.0049236,0.00079757,0.0078693,1,0.108,-0.892,1,0
0.99743,1.0033,-0.0049771,0.00079046,0.0079246,1,0.109,-0.891,1,0
0.99742,1.0033,-0.0050305,0.00078335,0.0079798,1,0.11,-0.89,1,0
0.99742,1.0033,-0.005084,0.00077624,0.0080351,1,0.111,-0.889,1,0
0.99741,1.0033,-0.0051375,0.00076914,0.0080903,1,0.112,-0.888,1,0
0.9974,1.0033,-0.0051909,0.00076203,0.0081456,1,0.113,-0.887,1,0
0.99739,1.0033,-0.0052444,0.00075492,0.0082009,1,0.114,-0.886,1,0
0.99739,1.0033,-0.0052979,0.00074781,0.0082561,1,0.115,-0.885,1,0
0.99738,1.0033,-0.0053513,0.0007407,0.0083114,1,0.116,-0.884,1,0
0.99737,1.0033,-0.0054048,0.00073359,0.0083667,1,0.117,-0.883,1,0
0.99736,1.0034,-0.0054582,0.00072648,0.0084219,1,0.118,-0.882,1,0
0.99736,1.0034,-0.0055117,0.00071937,0.0084772,1,0.119,-0.881,1,0
0.99735,1.0034,-0.0055652,0.00071226,0.0085325,1,0.12,-0.88,1,0
0.99734,1.0034,-0.0056186,0.00070515,0.0085877,1,0.121,-0.879,1,0
0.99733,1.0034,-0.0056721,0.00069804,0.008643,1,0.122,-0.878,1,0
0.99733,1.0034,-0.0057256,0.00069093,0.0086983,1,0.123,-0.877,1,0
0.99732,1.0034,-0.005779,0.00068382,0.0087535,1,0.124,-0.876,1,0
0.99731,1.0034,-0.0058325,0.00067671,0.0088088,1,0.125,-0.875,1,0
0.9973,1.0034,-0.005886,0.00066961,0.008864,1,0.126,-0.874,1,0
0.99729,1.0035,-0.0059394,0.0006625,0.0089193,1,0.127,-0.873,1,0
0.99729,1.0035,-0.0059929,0.00065539,0.0089746,1,0.128,-0.872,1,0
0.99728,1.0035,-0.0060464,0.00064828,0.0090298,1,0.129,-0.871,1,0
0.99727,1.0035,-0.0060998,0.00064117,0.0090851,1,0.13,-0.87,1,0
0.99726,1.0035,-0.0061533,0.00063406,0.0091404,1,0.131,-0.869,1,0
0.99726,1.0035,-0.0062068,0.00062695,0.0091956,1,0.132,-0.868,1,0
0.99725,1.0035,-0.0062602,0.00061984,0.0092509,1,0.133,-0.867,1,0
0.99724,1.0035,-0.0063137,0.00061273,0.0093062,1,0.134,-0.866,1,0
0.99723,1.0035,-0.0063672,0.00060562,0.0093614,1,0.135,-0.865,1,0
0.99723,1.0035,-0.0064206,0.00059851,0.0094167,1,0.136,-0.864,1,0
0.99722,1.0036,-0.0064741,0.0005914,0.0094719,1,0.137,-0.863,1,0
0.99721,1.0036,-0.0065276,0.00058429,0.0095272,1,0.138,-0.862,1,0
0.9972,1.0036,-0.006581,0.00057719,0.0095825,1,0.139,-0.861,1,0
0.9972,1.0036,-0.0066345,0.00057008,0.0096377,1,0.14,-0.86,1,0
0.99719,1.0036,-0.006688,0.00056297,0.009693,1,0.141,-0.859,1,0
0.99718,1.0036,-0.0067414,0.00055586,0.0097483,1,0.142,-0.858,1,0
0.99717,1.0036,-0.0067949,0.00054875,0.0098035,1,0.143,-0.857,1,0
0.99716,1.0036,-0.0068483,0.00054164,0.0098588,1,0.144,-0.856,1,0
0.99716,1.0036,-0.0069018,0.00053453,0.0099141,1,0.145,-0.855,1,0
0.99715,1.0036,-0.0069553,0.00052742,0.0099693,1,0.146,-0.854,1,0
0.99714,1.0037,-0.0070087,0.00052031,0.010025,1,0.147,-0.853,1,0
0.99713,1.0037,-0.0070622,0.0005132,0.01008,1,0.148,-0.852,1,0
