"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0001,1,-1.1035e-05,-5.3862e-06,-9.5031e-06,1,0,-1,1,0
1.0001,1,-1.0902e-05,-5.3452e-06,-9.436e-06,1,0.00099999,-0.999,1,0
1.0001,1,-1.0769e-05,-5.3042e-06,-9.369e-06,1,0.002,-0.998,1,0
1.0001,1,-1.0636e-05,-5.2631e-06,-9.3019e-06,1,0.003,-0.997,1,0
1.0001,1,-1.0503e-05,-5.2221e-06,-9.2348e-06,1,0.004,-0.996,1,0
1.0001,1,-1.037e-05,-5.1811e-06,-9.1678e-06,1,0.005,-0.995,1,0
1.0001,1,-1.0237e-05,-5.1401e-06,-9.1007e-06,1,0.006,-0.994,1,0
1.0001,1,-1.0104e-05,-5.0991e-06,-9.0336e-06,1,0.007,-0.993,1,0
1.0001,1,-9.9711e-06,-5.058e-06,-8.9666e-06,1,0.008,-0.992,1,0
1.0001,1,-9.8381e-06,-5.017e-06,-8.8995e-06,1,0.009,-0.991,1,0
1.0001,1,-9.7052e-06,-4.976e-06,-8.8324e-06,1,0.01,-0.99,1,0
1.0001,1,-9.5722e-06,-4.935e-06,-8.7654e-06,1,0.011,-0.989,1,0
1.0001,1,-9.4392e-06,-4.894e-06,-8.6983e-06,1,0.012,-0.988,1,0
1.0001,1,-9.3063e-06,-4.8529e-06,-8.6312e-06,1,0.013,-0.987,1,0
1.0001,1,-9.1733e-06,-4.8119e-06,-8.5642e-06,1,0.014,-0.986,1,0
1.0001,1,-9.0404e-06,-4.7709e-06,-8.4971e-06,1,0.015,-0.985,1,0
1.0001,1,-8.9074e-06,-4.7299e-06,-8.43e-06,1,0.016,-0.984,1,0
1.0001,1,-8.7745e-06,-4.6889e-06,-8.363e-06,1,0.017,-0.983,1,0
1.0001,1,-8.6415e-06,-4.6478e-06,-8.2959e-06,1,0.018,-0.982,1,0
1.0001,1,-8.5086e-06,-4.6068e-06,-8.2288e-06,1,0.019,-0.981,1,0
1.0001,1,-8.3756e-06,-4.5658e-06,-8.1618e-06,1,0.02,-0.98,1,0
