"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,1,-1.6868e-05,-5.9379e-07,-3.8389e-06,1,0,-1,1,0
1,1,-1.6698e-05,-5.8883e-07,-3.8122e-06,1,0.00099999,-0.999,1,0
1,1,-1.6527e-05,-5.8388e-07,-3.7855e-06,1,0.002,-0.998,1,0
1,1,-1.6356e-05,-5.7892e-07,-3.7589e-06,1,0.003,-0.997,1,0
1,1,-1.6185e-05,-5.7396e-07,-3.7322e-06,1,0.004,-0.996,1,0
1,1,-1.6015e-05,-5.69e-07,-3.7055e-06,1,0.005,-0.995,1,0
1,1,-1.5844e-05,-5.6404e-07,-3.6789e-06,1,0.006,-0.994,1,0
1,1,-1.5673e-05,-5.5908e-07,-3.6522e-06,1,0.007,-0.993,1,0
1,1,-1.5502e-05,-5.5412e-07,-3.6255e-06,1,0.008,-0.992,1,0
1,1,-1.5332e-05,-5.4916e-07,-3.5988e-06,1,0.009,-0.991,1,0
1,1,-1.5161e-05,-5.442e-07,-3.5722e-06,1,0.01,-0.99,1,0
1,1,-1.499e-05,-5.3924e-07,-3.5455e-06,1,0.011,-0.989,1,0
1,1,-1.4819e-05,-5.3428e-07,-3.5188e-06,1,0.012,-0.988,1,0
1,1,-1.4649e-05,-5.2932e-07,-3.4922e-06,1,0.013,-0.987,1,0
1,1,-1.4478e-05,-5.2436e-07,-3.4655e-06,1,0.014,-0.986,1,0
1,1,-1.4307e-05,-5.194e-07,-3.4388e-06,1,0.015,-0.985,1,0
1,1,-1.4136e-05,-5.1444e-07,-3.4122e-06,1,0.016,-0.984,1,0
1,1,-1.3966e-05,-5.0948e-07,-3.3855e-06,1,0.017,-0.983,1,0
1,1,-1.3795e-05,-5.0452e-07,-3.3588e-06,1,0.018,-0.982,1,0
1,1,-1.3624e-05,-4.9956e-07,-3.3321e-06,1,0.019,-0.981,1,0
1,1,-1.3453e-05,-4.946e-07,-3.3055e-06,1,0.02,-0.98,1,0
1,1,-1.3283e-05,-4.8964e-07,-3.2788e-06,1,0.021,-0.979,1,0
1,1,-1.3112e-05,-4.8468e-07,-3.2521e-06,1,0.022,-0.978,1,0
1,1,-1.2941e-05,-4.7972e-07,-3.2255e-06,1,0.023,-0.977,1,0
1,1,-1.277e-05,-4.7476e-07,-3.1988e-06,1,0.024,-0.976,1,0
1,1,-1.26e-05,-4.698e-07,-3.1721e-06,1,0.025,-0.975,1,0
1,1,-1.2429e-05,-4.6484e-07,-3.1455e-06,1,0.026,-0.974,1,0
1,1,-1.2258e-05,-4.5988e-07,-3.1188e-06,1,0.027,-0.973,1,0
1,1,-1.2087e-05,-4.5492e-07,-3.0921e-06,1,0.028,-0.972,1,0
1,1,-1.1917e-05,-4.4996e-07,-3.0654e-06,1,0.029,-0.971,1,0
1,1,-1.1746e-05,-4.45e-07,-3.0388e-06,1,0.03,-0.97,1,0
1,1,-1.1575e-05,-4.4004e-07,-3.0121e-06,1,0.031,-0.969,1,0
1,1,-1.1404e-05,-4.3508e-07,-2.9854e-06,1,0.032,-0.968,1,0
1,1,-1.1234e-05,-4.3012e-07,-2.9588e-06,1,0.033,-0.967,1,0
1,1,-1.1063e-05,-4.2516e-07,-2.9321e-06,1,0.034,-0.966,1,0
1,1,-1.0892e-05,-4.202e-07,-2.9054e-06,1,0.035,-0.965,1,0
1,1,-1.0721e-05,-4.1524e-07,-2.8787e-06,1,0.036,-0.964,1,0
1,1,-1.0551e-05,-4.1028e-07,-2.8521e-06,1,0.037,-0.963,1,0
1,1,-1.038e-05,-4.0532e-07,-2.8254e-06,1,0.038,-0.962,1,0
1,1,-1.0209e-05,-4.0036e-07,-2.7987e-06,1,0.039,-0.961,1,0
1,1,-1.0038e-05,-3.954e-07,-2.7721e-06,1,0.04,-0.96,1,0
1,1,-9.8677e-06,-3.9044e-07,-2.7454e-06,1,0.041,-0.959,1,0
1,1,-9.697e-06,-3.8548e-07,-2.7187e-06,1,0.042,-0.958,1,0
1,1,-9.5263e-06,-3.8052e-07,-2.6921e-06,1,0.043,-0.957,1,0
1,1,-9.3555e-06,-3.7556e-07,-2.6654e-06,1,0.044,-0.956,1,0
1,1,-9.1848e-06,-3.706e-07,-2.6387e-06,1,0.045,-0.955,1,0
1,1,-9.014e-06,-3.6564e-07,-2.612e-06,1,0.046,-0.954,1,0
1,1,-8.8433e-06,-3.6068e-07,-2.5854e-06,1,0.047,-0.953,1,0
1,1,-8.6725e-06,-3.5573e-07,-2.5587e-06,1,0.048,-0.952,1,0
1,1,-8.5018e-06,-3.5077e-07,-2.532e-06,1,0.049,-0.951,1,0
1,1,-8.331e-06,-3.4581e-07,-2.5054e-06,1,0.05,-0.95,1,0
1,1,-8.1603e-06,-3.4085e-07,-2.4787e-06,1,0.051,-0.949,1,0
1,1,-7.9895e-06,-3.3589e-07,-2.452e-06,1,0.052,-0.948,1,0
1,1,-7.8188e-06,-3.3093e-07,-2.4254e-06,1,0.053,-0.947,1,0
1,1,-7.648e-06,-3.2597e-07,-2.3987e-06,1,0.054,-0.946,1,0
1,1,-7.4773e-06,-3.2101e-07,-2.372e-06,1,0.055,-0.945,1,0
1,1,-7.3066e-06,-3.1605e-07,-2.3453e-06,1,0.056,-0.944,1,0
1,1,-7.1358e-06,-3.1109e-07,-2.3187e-06,1,0.057,-0.943,1,0
1,1,-6.9651e-06,-3.0613e-07,-2.292e-06,1,0.058,-0.942,1,0
1,1,-6.7943e-06,-3.0117e-07,-2.2653e-06,1,0.059,-0.941,1,0
1,1,-6.6236e-06,-2.9621e-07,-2.2387e-06,1,0.06,-0.94,1,0
1,1,-6.4528e-06,-2.9125e-07,-2.212e-06,1,0.061,-0.939,1,0
1,1,-6.2821e-06,-2.8629e-07,-2.1853e-06,1,0.062,-0.938,1,0
1,1,-6.1113e-06,-2.8133e-07,-2.1586e-06,1,0.063,-0.937,1,0
1,1,-5.9406e-06,-2.7637e-07,-2.132e-06,1,0.064,-0.936,1,0
1,1,-5.7698e-06,-2.7141e-07,-2.1053e-06,1,0.065,-0.935,1,0
1,1,-5.5991e-06,-2.6645e-07,-2.0786e-06,1,0.066,-0.934,1,0
1,1,-5.4284e-06,-2.6149e-07,-2.052e-06,1,0.067,-0.933,1,0
1,1,-5.2576e-06,-2.5653e-07,-2.0253e-06,1,0.068,-0.932,1,0
1,1,-5.0869e-06,-2.5157e-07,-1.9986e-06,1,0.069,-0.931,1,0
1,1,-4.9161e-06,-2.4661e-07,-1.972e-06,1,0.07,-0.93,1,0
1,1,-4.7454e-06,-2.4165e-07,-1.9453e-06,1,0.071,-0.929,1,0
1,1,-4.5746e-06,-2.3669e-07,-1.9186e-06,1,0.072,-0.928,1,0
1,1,-4.4039e-06,-2.3173e-07,-1.8919e-06,1,0.073,-0.927,1,0
1,1,-4.2331e-06,-2.2677e-07,-1.8653e-06,1,0.074,-0.926,1,0
1,1,-4.0624e-06,-2.2181e-07,-1.8386e-06,1,0.075,-0.925,1,0
1,1,-3.8916e-06,-2.1685e-07,-1.8119e-06,1,0.076,-0.924,1,0
1,1,-3.7209e-06,-2.1189e-07,-1.7853e-06,1,0.077,-0.923,1,0
1,1,-3.5502e-06,-2.0693e-07,-1.7586e-06,1,0.078,-0.922,1,0
1,1,-3.3794e-06,-2.0197e-07,-1.7319e-06,1,0.079,-0.921,1,0
1,1,-3.2087e-06,-1.9701e-07,-1.7053e-06,1,0.08,-0.92,1,0
1,1,-3.0379e-06,-1.9205e-07,-1.6786e-06,1,0.081,-0.919,1,0
1,1,-2.8672e-06,-1.8709e-07,-1.6519e-06,1,0.082,-0.918,1,0
1,1,-2.6964e-06,-1.8213e-07,-1.6252e-06,1,0.083,-0.917,1,0
1,1,-2.5257e-06,-1.7717e-07,-1.5986e-06,1,0.084,-0.916,1,0
1,1,-2.3549e-06,-1.7221e-07,-1.5719e-06,1,0.085,-0.915,1,0
1,1,-2.1842e-06,-1.6725e-07,-1.5452e-06,1,0.086,-0.914,1,0
1,1,-2.0134e-06,-1.6229e-07,-1.5186e-06,1,0.087,-0.913,1,0
1,1,-1.8427e-06,-1.5733e-07,-1.4919e-06,1,0.088,-0.912,1,0
1,1,-1.6719e-06,-1.5237e-07,-1.4652e-06,1,0.089,-0.911,1,0
