"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,1,1.7155e-05,1.588e-05,2.2625e-05,1,0,-1,1,0
1,1,1.6728e-05,1.5813e-05,2.2543e-05,1,0.00099999,-0.999,1,0
1,1,1.63e-05,1.5747e-05,2.2462e-05,1,0.002,-0.998,1,0
1,1,1.5873e-05,1.5681e-05,2.238e-05,1,0.003,-0.997,1,0
1,1,1.5446e-05,1.5614e-05,2.2299e-05,1,0.004,-0.996,1,0
1,1,1.5019e-05,1.5548e-05,2.2217e-05,1,0.005,-0.995,1,0
1,1,1.4591e-05,1.5482e-05,2.2136e-05,1,0.006,-0.994,1,0
1,1,1.4164e-05,1.5415e-05,2.2054e-05,1,0.007,-0.993,1,0
1,1,1.3737e-05,1.5349e-05,2.1973e-05,1,0.008,-0.992,1,0
1,1,1.331e-05,1.5283e-05,2.1891e-05,1,0.009,-0.991,1,0
1,1,1.2882e-05,1.5216e-05,2.181e-05,1,0.01,-0.99,1,0
1,1,1.2455e-05,1.515e-05,2.1728e-05,1,0.011,-0.989,1,0
1,1,1.2028e-05,1.5084e-05,2.1647e-05,1,0.012,-0.988,1,0
1,1,1.1601e-05,1.5017e-05,2.1565e-05,1,0.013,-0.987,1,0
1,1,1.1174e-05,1.4951e-05,2.1484e-05,1,0.014,-0.986,1,0
1,1,1.0746e-05,1.4885e-05,2.1402e-05,1,0.015,-0.985,1,0
1,1,1.0319e-05,1.4818e-05,2.1321e-05,1,0.016,-0.984,1,0
1,1,9.8919e-06,1.4752e-05,2.1239e-05,1,0.017,-0.983,1,0
1,1,9.4646e-06,1.4686e-05,2.1158e-05,1,0.018,-0.982,1,0
1,1,9.0374e-06,1.4619e-05,2.1076e-05,1,0.019,-0.981,1,0
1,1,8.6102e-06,1.4553e-05,2.0995e-05,1,0.02,-0.98,1,0
1,1,8.1829e-06,1.4487e-05,2.0913e-05,1,0.021,-0.979,1,0
1,1,7.7557e-06,1.442e-05,2.0832e-05,1,0.022,-0.978,1,0
1,1,7.3285e-06,1.4354e-05,2.075e-05,1,0.023,-0.977,1,0
1,1,6.9013e-06,1.4288e-05,2.0669e-05,1,0.024,-0.976,1,0
1,1,6.474e-06,1.4221e-05,2.0587e-05,1,0.025,-0.975,1,0
1,1,6.0468e-06,1.4155e-05,2.0506e-05,1,0.026,-0.974,1,0
1,1,5.6196e-06,1.4089e-05,2.0424e-05,1,0.027,-0.973,1,0
1,1,5.1923e-06,1.4022e-05,2.0343e-05,1,0.028,-0.972,1,0
1,1,4.7651e-06,1.3956e-05,2.0261e-05,1,0.029,-0.971,1,0
1,1,4.3379e-06,1.389e-05,2.018e-05,1,0.03,-0.97,1,0
1,1,3.9106e-06,1.3823e-05,2.0098e-05,1,0.031,-0.969,1,0
1,1,3.4834e-06,1.3757e-05,2.0017e-05,1,0.032,-0.968,1,0
1,1,3.0562e-06,1.3691e-05,1.9935e-05,1,0.033,-0.967,1,0
1,1,2.629e-06,1.3624e-05,1.9854e-05,1,0.034,-0.966,1,0
1,1,2.2017e-06,1.3558e-05,1.9772e-05,1,0.035,-0.965,1,0
1,1,1.7745e-06,1.3492e-05,1.9691e-05,1,0.036,-0.964,1,0
1,1,1.3472e-06,1.3425e-05,1.9609e-05,1,0.037,-0.963,1,0
1,1,9.2002e-07,1.3359e-05,1.9528e-05,1,0.038,-0.962,1,0
1,1,4.928e-07,1.3293e-05,1.9446e-05,1,0.039,-0.961,1,0
