"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99999,1.2734e-05,2.5,1.8475e-07,2.6371e-07,1,0,0,0.2,0
0.99999,1.246e-05,2.5,1.8043e-07,2.5336e-07,1,0.001,0.001,0.2,0
0.99999,1.2187e-05,2.5,1.7611e-07,2.43e-07,1,0.002,0.002,0.2,0
0.99999,1.1913e-05,2.5,1.7179e-07,2.3265e-07,1,0.003,0.003,0.2,0
0.99999,1.164e-05,2.5,1.6747e-07,2.223e-07,1,0.004,0.004,0.2,0
0.99999,1.1367e-05,2.5,1.6315e-07,2.1194e-07,1,0.005,0.005,0.2,0
0.99999,1.1093e-05,2.5,1.5883e-07,2.0159e-07,1,0.006,0.006,0.2,0
0.99999,1.082e-05,2.5,1.5451e-07,1.9124e-07,1,0.007,0.007,0.2,0
0.99999,1.0546e-05,2.5,1.5019e-07,1.8088e-07,1,0.008,0.008,0.2,0
0.99999,1.0273e-05,2.5,1.4587e-07,1.7053e-07,1,0.009,0.009,0.2,0
0.99999,9.9995e-06,2.5,1.4155e-07,1.6018e-07,1,0.01,0.01,0.2,0
0.99999,9.7261e-06,2.5,1.3723e-07,1.4982e-07,1,0.011,0.011,0.2,0
0.99999,9.4527e-06,2.5,1.3291e-07,1.3947e-07,1,0.012,0.012,0.2,0
0.99999,9.1793e-06,2.5,1.2859e-07,1.2911e-07,1,0.013,0.013,0.2,0
0.99999,8.9058e-06,2.5,1.2426e-07,1.1876e-07,1,0.014,0.014,0.2,0
1,8.6324e-06,2.5,1.1994e-07,1.0841e-07,1,0.015,0.015,0.2,0
1,8.359e-06,2.5,1.1562e-07,9.8054e-08,1,0.016,0.016,0.2,0
1,8.0856e-06,2.5,1.113e-07,8.7701e-08,1,0.017,0.017,0.2,0
1,7.8122e-06,2.5,1.0698e-07,7.7348e-08,1,0.018,0.018,0.2,0
1,7.5387e-06,2.5,1.0266e-07,6.6994e-08,1,0.019,0.019,0.2,0
