"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-1.7042e-09,2.5,-1.7275e-10,-1.8709e-10,1,0,0,0.2,0
1,-2.1915e-09,2.5,-1.6826e-10,-1.8403e-10,1,0.001,0.001,0.2,0
1,-2.6788e-09,2.5,-1.6377e-10,-1.8096e-10,1,0.002,0.002,0.2,0
1,-3.166e-09,2.5,-1.5929e-10,-1.779e-10,1,0.003,0.003,0.2,0
1,-3.6533e-09,2.5,-1.548e-10,-1.7484e-10,1,0.004,0.004,0.2,0
1,-4.1406e-09,2.5,-1.5032e-10,-1.7178e-10,1,0.005,0.005,0.2,0
1,-4.6279e-09,2.5,-1.4583e-10,-1.6872e-10,1,0.006,0.006,0.2,0
1,-5.1152e-09,2.5,-1.4135e-10,-1.6565e-10,1,0.007,0.007,0.2,0
1,-5.6025e-09,2.5,-1.3686e-10,-1.6259e-10,1,0.008,0.008,0.2,0
1,-6.0898e-09,2.5,-1.3238e-10,-1.5953e-10,1,0.009,0.009,0.2,0
1,-6.5771e-09,2.5,-1.2789e-10,-1.5647e-10,1,0.01,0.01,0.2,0
1,-7.0644e-09,2.5,-1.234e-10,-1.534e-10,1,0.011,0.011,0.2,0
1,-7.5517e-09,2.5,-1.1892e-10,-1.5034e-10,1,0.012,0.012,0.2,0
1,-8.039e-09,2.5,-1.1443e-10,-1.4728e-10,1,0.013,0.013,0.2,0
1,-8.5262e-09,2.5,-1.0995e-10,-1.4422e-10,1,0.014,0.014,0.2,0
1,-9.0135e-09,2.5,-1.0546e-10,-1.4116e-10,1,0.015,0.015,0.2,0
1,-9.5008e-09,2.5,-1.0098e-10,-1.3809e-10,1,0.016,0.016,0.2,0
1,-9.9881e-09,2.5,-9.6491e-11,-1.3503e-10,1,0.017,0.017,0.2,0
1,-1.0475e-08,2.5,-9.2005e-11,-1.3197e-10,1,0.018,0.018,0.2,0
1,-1.0963e-08,2.5,-8.752e-11,-1.2891e-10,1,0.019,0.019,0.2,0
1,-1.145e-08,2.5,-8.3034e-11,-1.2584e-10,1,0.02,0.02,0.2,0
1,-1.1937e-08,2.5,-7.8549e-11,-1.2278e-10,1,0.021,0.021,0.2,0
1,-1.2425e-08,2.5,-7.4063e-11,-1.1972e-10,1,0.022,0.022,0.2,0
1,-1.2912e-08,2.5,-6.9578e-11,-1.1666e-10,1,0.023,0.023,0.2,0
1,-1.3399e-08,2.5,-6.5092e-11,-1.1359e-10,1,0.024,0.024,0.2,0
1,-1.3886e-08,2.5,-6.0607e-11,-1.1053e-10,1,0.025,0.025,0.2,0
1,-1.4374e-08,2.5,-5.6121e-11,-1.0747e-10,1,0.026,0.026,0.2,0
1,-1.4861e-08,2.5,-5.1635e-11,-1.0441e-10,1,0.027,0.027,0.2,0
1,-1.5348e-08,2.5,-4.715e-11,-1.0135e-10,1,0.028,0.028,0.2,0
1,-1.5836e-08,2.5,-4.2664e-11,-9.8283e-11,1,0.029,0.029,0.2,0
1,-1.6323e-08,2.5,-3.8179e-11,-9.5221e-11,1,0.03,0.03,0.2,0
1,-1.681e-08,2.5,-3.3693e-11,-9.2159e-11,1,0.031,0.031,0.2,0
1,-1.7297e-08,2.5,-2.9208e-11,-8.9097e-11,1,0.032,0.032,0.2,0
1,-1.7785e-08,2.5,-2.4722e-11,-8.6034e-11,1,0.033,0.033,0.2,0
1,-1.8272e-08,2.5,-2.0237e-11,-8.2972e-11,1,0.034,0.034,0.2,0
1,-1.8759e-08,2.5,-1.5751e-11,-7.991e-11,1,0.035,0.035,0.2,0
1,-1.9247e-08,2.5,-1.1266e-11,-7.6847e-11,1,0.036,0.036,0.2,0
1,-1.9734e-08,2.5,-6.78e-12,-7.3785e-11,1,0.037,0.037,0.2,0
1,-2.0221e-08,2.5,-2.2945e-12,-7.0723e-11,1,0.038,0.038,0.2,0
1,-2.0709e-08,2.5,2.1911e-12,-6.7661e-11,1,0.039,0.039,0.2,0
1,-2.1196e-08,2.5,6.6766e-12,-6.4598e-11,1,0.04,0.04,0.2,0
1,-2.1683e-08,2.5,1.1162e-11,-6.1536e-11,1,0.041,0.041,0.2,0
1,-2.2085e-08,2.5,1.3696e-11,-5.8227e-11,1,0.042,0.042,0.2,0
1,-2.2315e-08,2.5,1.2328e-11,-5.4425e-11,1,0.043,0.043,0.2,0
1,-2.2544e-08,2.5,1.0959e-11,-5.0623e-11,1,0.044,0.044,0.2,0
1,-2.2774e-08,2.5,9.591e-12,-4.682e-11,1,0.045,0.045,0.2,0
1,-2.3004e-08,2.5,8.2226e-12,-4.3018e-11,1,0.046,0.046,0.2,0
1,-2.3234e-08,2.5,6.8541e-12,-3.9216e-11,1,0.047,0.047,0.2,0
1,-2.3464e-08,2.5,5.4857e-12,-3.5414e-11,1,0.048,0.048,0.2,0
1,-2.3694e-08,2.5,4.1172e-12,-3.1612e-11,1,0.049,0.049,0.2,0
1,-2.3924e-08,2.5,2.7488e-12,-2.7809e-11,1,0.05,0.05,0.2,0
1,-2.4154e-08,2.5,1.3803e-12,-2.4007e-11,1,0.051,0.051,0.2,0
1,-2.4384e-08,2.5,1.1871e-14,-2.0205e-11,1,0.052,0.052,0.2,0
