"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.98655,0.011997,2.4834,-8.6238e-05,4.0371e-05,1,0,0,0.2,0
0.98678,0.011688,2.4837,-8.6486e-05,3.5969e-05,1,0.001,0.001,0.2,0
0.98702,0.011379,2.4841,-8.6734e-05,3.1567e-05,1,0.002,0.002,0.2,0
0.98725,0.01107,2.4845,-8.6983e-05,2.7164e-05,1,0.003,0.003,0.2,0
0.98748,0.010761,2.4849,-8.7231e-05,2.2762e-05,1,0.004,0.004,0.2,0
0.98772,0.010452,2.4852,-8.7479e-05,1.836e-05,1,0.005,0.005,0.2,0
0.98795,0.010143,2.4856,-8.7727e-05,1.3957e-05,1,0.006,0.006,0.2,0
0.98818,0.0098339,2.486,-8.7975e-05,9.5551e-06,1,0.007,0.007,0.2,0
0.98842,0.0095249,2.4864,-8.8224e-05,5.1528e-06,1,0.008,0.008,0.2,0
0.98865,0.0092158,2.4868,-8.8472e-05,7.5051e-07,1,0.009,0.009,0.2,0
0.98888,0.0089067,2.4871,-8.872e-05,-3.6518e-06,1,0.01,0.01,0.2,0
0.98912,0.0085976,2.4875,-8.8968e-05,-8.0541e-06,1,0.011,0.011,0.2,0
0.98935,0.0082886,2.4879,-8.9217e-05,-1.2456e-05,1,0.012,0.012,0.2,0
0.98958,0.0079795,2.4883,-8.9465e-05,-1.6859e-05,1,0.013,0.013,0.2,0
0.98982,0.0076704,2.4886,-8.9713e-05,-2.1261e-05,1,0.014,0.014,0.2,0
0.99005,0.0073613,2.489,-8.9961e-05,-2.5663e-05,1,0.015,0.015,0.2,0
0.99028,0.0070523,2.4894,-9.0209e-05,-3.0066e-05,1,0.016,0.016,0.2,0
0.99052,0.0067432,2.4898,-9.0458e-05,-3.4468e-05,1,0.017,0.017,0.2,0
0.99075,0.0064341,2.4901,-9.0706e-05,-3.887e-05,1,0.018,0.018,0.2,0
0.99098,0.006125,2.4905,-9.0954e-05,-4.3272e-05,1,0.019,0.019,0.2,0
0.99122,0.005816,2.4909,-9.1202e-05,-4.7675e-05,1,0.02,0.02,0.2,0
0.99145,0.0055069,2.4913,-9.145e-05,-5.2077e-05,1,0.021,0.021,0.2,0
0.99168,0.0051978,2.4917,-9.1699e-05,-5.6479e-05,1,0.022,0.022,0.2,0
0.99192,0.0048888,2.492,-9.1947e-05,-6.0882e-05,1,0.023,0.023,0.2,0
0.99215,0.0045797,2.4924,-9.2195e-05,-6.5284e-05,1,0.024,0.024,0.2,0
0.99238,0.0042706,2.4928,-9.2443e-05,-6.9686e-05,1,0.025,0.025,0.2,0
0.99262,0.0039615,2.4932,-9.2692e-05,-7.4089e-05,1,0.026,0.026,0.2,0
0.99285,0.0036525,2.4935,-9.294e-05,-7.8491e-05,1,0.027,0.027,0.2,0
0.99308,0.0033434,2.4939,-9.3188e-05,-8.2893e-05,1,0.028,0.028,0.2,0
0.99332,0.0030343,2.4943,-9.3436e-05,-8.7295e-05,1,0.029,0.029,0.2,0
0.99355,0.0027252,2.4947,-9.3684e-05,-9.1698e-05,1,0.03,0.03,0.2,0
0.99378,0.0024162,2.495,-9.3933e-05,-9.61e-05,1,0.031,0.031,0.2,0
0.99402,0.0021071,2.4954,-9.4181e-05,-0.0001005,1,0.032,0.032,0.2,0
0.99425,0.001798,2.4958,-9.4429e-05,-0.0001049,1,0.033,0.033,0.2,0
0.99448,0.0014889,2.4962,-9.4677e-05,-0.00010931,1,0.034,0.034,0.2,0
0.99472,0.0011799,2.4966,-9.4926e-05,-0.00011371,1,0.035,0.035,0.2,0
0.99495,0.00087079,2.4969,-9.5174e-05,-0.00011811,1,0.036,0.036,0.2,0
0.99518,0.00056172,2.4973,-9.5422e-05,-0.00012251,1,0.037,0.037,0.2,0
0.99542,0.00025265,2.4977,-9.567e-05,-0.00012692,1,0.038,0.038,0.2,0
0.99565,-5.6427e-05,2.4981,-9.5918e-05,-0.00013132,1,0.039,0.039,0.2,0
0.99589,-0.0003655,2.4984,-9.6167e-05,-0.00013572,1,0.04,0.04,0.2,0
0.99612,-0.00067458,2.4988,-9.6415e-05,-0.00014012,1,0.041,0.041,0.2,0
0.99635,-0.00098365,2.4992,-9.6663e-05,-0.00014453,1,0.042,0.042,0.2,0
0.99659,-0.0012927,2.4996,-9.6911e-05,-0.00014893,1,0.043,0.043,0.2,0
0.99682,-0.0016018,2.4999,-9.716e-05,-0.00015333,1,0.044,0.044,0.2,0
0.99705,-0.0019109,2.5003,-9.7408e-05,-0.00015773,1,0.045,0.045,0.2,0
0.99729,-0.0022199,2.5007,-9.7656e-05,-0.00016213,1,0.046,0.046,0.2,0
0.99752,-0.002529,2.5011,-9.7904e-05,-0.00016654,1,0.047,0.047,0.2,0
0.99775,-0.0028381,2.5014,-9.8152e-05,-0.00017094,1,0.048,0.048,0.2,0
0.99799,-0.0031472,2.5018,-9.8401e-05,-0.00017534,1,0.049,0.049,0.2,0
0.99822,-0.0034562,2.5022,-9.8649e-05,-0.00017974,1,0.05,0.05,0.2,0
0.99845,-0.0037653,2.5026,-9.8897e-05,-0.00018415,1,0.051,0.051,0.2,0
0.99869,-0.0040744,2.503,-9.9145e-05,-0.00018855,1,0.052,0.052,0.2,0
0.99892,-0.0043835,2.5033,-9.9393e-05,-0.00019295,1,0.053,0.053,0.2,0
0.99915,-0.0046925,2.5037,-9.9642e-05,-0.00019735,1,0.054,0.054,0.2,0
0.99939,-0.0050016,2.5041,-9.989e-05,-0.00020176,1,0.055,0.055,0.2,0
0.99962,-0.0053107,2.5045,-0.00010014,-0.00020616,1,0.056,0.056,0.2,0
0.99985,-0.0056198,2.5048,-0.00010039,-0.00021056,1,0.057,0.057,0.2,0
1.0001,-0.0059288,2.5052,-0.00010063,-0.00021496,1,0.058,0.058,0.2,0
1.0003,-0.0062379,2.5056,-0.00010088,-0.00021936,1,0.059,0.059,0.2,0
1.0006,-0.006547,2.506,-0.00010113,-0.00022377,1,0.06,0.06,0.2,0
1.0008,-0.0068561,2.5063,-0.00010138,-0.00022817,1,0.061,0.061,0.2,0
1.001,-0.0071651,2.5067,-0.00010163,-0.00023257,1,0.062,0.062,0.2,0
1.0013,-0.0074742,2.5071,-0.00010188,-0.00023697,1,0.063,0.063,0.2,0
1.0015,-0.0077833,2.5075,-0.00010212,-0.00024138,1,0.064,0.064,0.2,0
1.0017,-0.0080923,2.5079,-0.00010237,-0.00024578,1,0.065,0.065,0.2,0
1.002,-0.0084014,2.5082,-0.00010262,-0.00025018,1,0.066,0.066,0.2,0
1.0022,-0.0087105,2.5086,-0.00010287,-0.00025458,1,0.067,0.067,0.2,0
1.0024,-0.0090196,2.509,-0.00010312,-0.00025898,1,0.068,0.068,0.2,0
1.0027,-0.0093286,2.5094,-0.00010336,-0.00026339,1,0.069,0.069,0.2,0
1.0029,-0.0096377,2.5097,-0.00010361,-0.00026779,1,0.07,0.07,0.2,0
1.0031,-0.0099468,2.5101,-0.00010386,-0.00027219,1,0.071,0.071,0.2,0
1.0034,-0.010256,2.5105,-0.00010411,-0.00027659,1,0.072,0.072,0.2,0
1.0036,-0.010565,2.5109,-0.00010436,-0.000281,1,0.073,0.073,0.2,0
1.0038,-0.010874,2.5112,-0.00010461,-0.0002854,1,0.074,0.074,0.2,0
1.0041,-0.011183,2.5116,-0.00010485,-0.0002898,1,0.075,0.075,0.2,0
1.0043,-0.011492,2.512,-0.0001051,-0.0002942,1,0.076,0.076,0.2,0
1.0045,-0.011801,2.5124,-0.00010535,-0.00029861,1,0.077,0.077,0.2,0
1.0048,-0.01211,2.5128,-0.0001056,-0.00030301,1,0.078,0.078,0.2,0
1.005,-0.012419,2.5131,-0.00010585,-0.00030741,1,0.079,0.079,0.2,0
1.0052,-0.012728,2.5135,-0.0001061,-0.00031181,1,0.08,0.08,0.2,0
1.0055,-0.013038,2.5139,-0.00010634,-0.00031621,1,0.081,0.081,0.2,0
1.0057,-0.013347,2.5143,-0.00010659,-0.00032062,1,0.082,0.082,0.2,0
1.0059,-0.013656,2.5146,-0.00010684,-0.00032502,1,0.083,0.083,0.2,0
1.006,-0.013664,2.5147,-0.00010327,-0.00031745,1,0.084,0.084,0.2,0
1.0059,-0.013523,2.5145,-9.7798e-05,-0.00030389,1,0.085,0.085,0.2,0
1.0059,-0.013381,2.5144,-9.2322e-05,-0.00029034,1,0.086,0.086,0.2,0
1.0059,-0.01324,2.5142,-8.6847e-05,-0.00027678,1,0.087,0.087,0.2,0
1.0058,-0.013098,2.5141,-8.1372e-05,-0.00026323,1,0.088,0.088,0.2,0
1.0058,-0.012957,2.5139,-7.5897e-05,-0.00024967,1,0.089,0.089,0.2,0
1.0058,-0.012815,2.5138,-7.0422e-05,-0.00023612,1,0.09,0.09,0.2,0
1.0058,-0.012674,2.5136,-6.4947e-05,-0.00022256,1,0.091,0.091,0.2,0
1.0057,-0.012532,2.5135,-5.9472e-05,-0.000209,1,0.092,0.092,0.2,0
1.0057,-0.01239,2.5133,-5.3996e-05,-0.00019545,1,0.093,0.093,0.2,0
1.0057,-0.012249,2.5132,-4.8521e-05,-0.00018189,1,0.094,0.094,0.2,0
1.0056,-0.012107,2.513,-4.3046e-05,-0.00016834,1,0.095,0.095,0.2,0
1.0056,-0.011966,2.5129,-3.7571e-05,-0.00015478,1,0.096,0.096,0.2,0
1.0056,-0.011824,2.5127,-3.2096e-05,-0.00014123,1,0.097,0.097,0.2,0
1.0055,-0.011683,2.5126,-2.6621e-05,-0.00012767,1,0.098,0.098,0.2,0
1.0055,-0.011541,2.5124,-2.1145e-05,-0.00011411,1,0.099,0.099,0.2,0
1.0055,-0.0114,2.5123,-1.567e-05,-0.00010056,1,0.1,0.1,0.2,0
1.0054,-0.011258,2.5121,-1.0195e-05,-8.7003e-05,1,0.101,0.101,0.2,0
1.0054,-0.011116,2.512,-4.72e-06,-7.3448e-05,1,0.102,0.102,0.2,0
1.0054,-0.010975,2.5118,7.5511e-07,-5.9892e-05,1,0.103,0.103,0.2,0
1.0053,-0.010833,2.5117,6.2303e-06,-4.6336e-05,1,0.104,0.104,0.2,0
1.0053,-0.010692,2.5115,1.1705e-05,-3.2781e-05,1,0.105,0.105,0.2,0
1.0053,-0.01055,2.5114,1.7181e-05,-1.9225e-05,1,0.106,0.106,0.2,0
1.0052,-0.010409,2.5112,2.2656e-05,-5.6691e-06,1,0.107,0.107,0.2,0
1.0052,-0.010267,2.5111,2.8131e-05,7.8866e-06,1,0.108,0.108,0.2,0
1.0052,-0.010126,2.5109,3.3606e-05,2.1442e-05,1,0.109,0.109,0.2,0
1.0051,-0.0099841,2.5108,3.9081e-05,3.4998e-05,1,0.11,0.11,0.2,0
1.0051,-0.0098426,2.5106,4.4556e-05,4.8554e-05,1,0.111,0.111,0.2,0
1.0051,-0.009701,2.5105,5.0031e-05,6.2109e-05,1,0.112,0.112,0.2,0
1.005,-0.0095595,2.5103,5.5507e-05,7.5665e-05,1,0.113,0.113,0.2,0
1.005,-0.0094179,2.5102,6.0982e-05,8.9221e-05,1,0.114,0.114,0.2,0
1.005,-0.0092764,2.51,6.6457e-05,0.00010278,1,0.115,0.115,0.2,0
1.0049,-0.0091348,2.5099,7.1932e-05,0.00011633,1,0.116,0.116,0.2,0
1.0049,-0.0089933,2.5097,7.7407e-05,0.00012989,1,0.117,0.117,0.2,0
1.0049,-0.0088517,2.5096,8.2882e-05,0.00014344,1,0.118,0.118,0.2,0
1.0048,-0.0087102,2.5094,8.8357e-05,0.000157,1,0.119,0.119,0.2,0
1.0048,-0.0085686,2.5093,9.3833e-05,0.00017055,1,0.12,0.12,0.2,0
1.0048,-0.0084271,2.5091,9.9308e-05,0.00018411,1,0.121,0.121,0.2,0
1.0047,-0.0082855,2.509,0.00010478,0.00019767,1,0.122,0.122,0.2,0
1.0047,-0.008144,2.5088,0.00011026,0.00021122,1,0.123,0.123,0.2,0
1.0047,-0.0080024,2.5087,0.00011573,0.00022478,1,0.124,0.124,0.2,0
1.0047,-0.0078609,2.5085,0.00012121,0.00023833,1,0.125,0.125,0.2,0
1.0046,-0.0077194,2.5084,0.00012668,0.00025189,1,0.126,0.126,0.2,0
1.0046,-0.0075778,2.5082,0.00013216,0.00026544,1,0.127,0.127,0.2,0
1.0046,-0.0074363,2.5081,0.00013763,0.000279,1,0.128,0.128,0.2,0
1.0045,-0.0072947,2.5079,0.00014311,0.00029256,1,0.129,0.129,0.2,0
1.0045,-0.0071532,2.5078,0.00014858,0.00030611,1,0.13,0.13,0.2,0
1.0045,-0.0070116,2.5076,0.00015406,0.00031967,1,0.131,0.131,0.2,0
1.0044,-0.0068701,2.5075,0.00015953,0.00033322,1,0.132,0.132,0.2,0
1.0044,-0.0067285,2.5073,0.00016501,0.00034678,1,0.133,0.133,0.2,0
1.0044,-0.006587,2.5072,0.00017048,0.00036033,1,0.134,0.134,0.2,0
1.0043,-0.0064454,2.507,0.00017596,0.00037389,1,0.135,0.135,0.2,0
1.0043,-0.0063039,2.5069,0.00018144,0.00038745,1,0.136,0.136,0.2,0
1.0043,-0.0061623,2.5067,0.00018691,0.000401,1,0.137,0.137,0.2,0
1.0042,-0.0060208,2.5066,0.00019239,0.00041456,1,0.138,0.138,0.2,0
1.0042,-0.0058792,2.5064,0.00019786,0.00042811,1,0.139,0.139,0.2,0
1.0042,-0.0057377,2.5063,0.00020334,0.00044167,1,0.14,0.14,0.2,0
1.0041,-0.0055961,2.5061,0.00020881,0.00045522,1,0.141,0.141,0.2,0
1.0041,-0.0054546,2.506,0.00021429,0.00046878,1,0.142,0.142,0.2,0
1.0041,-0.0053131,2.5058,0.00021976,0.00048234,1,0.143,0.143,0.2,0
