"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99661,0.0024001,2.4987,1.0621e-05,9.9436e-05,1,0,0,0.2,0
0.99665,0.0023685,2.4987,1.0513e-05,9.7796e-05,1,0.001,0.001,0.2,0
0.99669,0.002337,2.4987,1.0406e-05,9.6156e-05,1,0.002,0.002,0.2,0
0.99672,0.0023054,2.4988,1.0298e-05,9.4516e-05,1,0.003,0.003,0.2,0
0.99676,0.0022739,2.4988,1.0191e-05,9.2876e-05,1,0.004,0.004,0.2,0
0.9968,0.0022423,2.4988,1.0083e-05,9.1235e-05,1,0.005,0.005,0.2,0
0.99684,0.0022108,2.4988,9.9755e-06,8.9595e-05,1,0.006,0.006,0.2,0
0.99688,0.0021793,2.4988,9.868e-06,8.7955e-05,1,0.007,0.007,0.2,0
0.99692,0.0021477,2.4989,9.7604e-06,8.6315e-05,1,0.008,0.008,0.2,0
0.99696,0.0021162,2.4989,9.6529e-06,8.4675e-05,1,0.009,0.009,0.2,0
0.997,0.0020846,2.4989,9.5454e-06,8.3035e-05,1,0.01,0.01,0.2,0
0.99704,0.0020531,2.4989,9.4378e-06,8.1395e-05,1,0.011,0.011,0.2,0
0.99708,0.0020215,2.4989,9.3303e-06,7.9755e-05,1,0.012,0.012,0.2,0
0.99712,0.00199,2.499,9.2228e-06,7.8115e-05,1,0.013,0.013,0.2,0
0.99716,0.0019584,2.499,9.1152e-06,7.6475e-05,1,0.014,0.014,0.2,0
0.9972,0.0019269,2.499,9.0077e-06,7.4834e-05,1,0.015,0.015,0.2,0
0.99724,0.0018953,2.499,8.9001e-06,7.3194e-05,1,0.016,0.016,0.2,0
0.99728,0.0018638,2.4991,8.7926e-06,7.1554e-05,1,0.017,0.017,0.2,0
0.99732,0.0018323,2.4991,8.6851e-06,6.9914e-05,1,0.018,0.018,0.2,0
0.99736,0.0018007,2.4991,8.5775e-06,6.8274e-05,1,0.019,0.019,0.2,0
0.9974,0.0017692,2.4991,8.47e-06,6.6634e-05,1,0.02,0.02,0.2,0
0.99743,0.0017376,2.4991,8.3625e-06,6.4994e-05,1,0.021,0.021,0.2,0
0.99747,0.0017061,2.4992,8.2549e-06,6.3354e-05,1,0.022,0.022,0.2,0
0.99751,0.0016745,2.4992,8.1474e-06,6.1714e-05,1,0.023,0.023,0.2,0
0.99755,0.001643,2.4992,8.0398e-06,6.0074e-05,1,0.024,0.024,0.2,0
0.99759,0.0016114,2.4992,7.9323e-06,5.8434e-05,1,0.025,0.025,0.2,0
0.99763,0.0015799,2.4992,7.8248e-06,5.6793e-05,1,0.026,0.026,0.2,0
0.99767,0.0015484,2.4993,7.7172e-06,5.5153e-05,1,0.027,0.027,0.2,0
0.99771,0.0015168,2.4993,7.6097e-06,5.3513e-05,1,0.028,0.028,0.2,0
0.99775,0.0014853,2.4993,7.5022e-06,5.1873e-05,1,0.029,0.029,0.2,0
0.99779,0.0014537,2.4993,7.3946e-06,5.0233e-05,1,0.03,0.03,0.2,0
0.99783,0.0014222,2.4994,7.2871e-06,4.8593e-05,1,0.031,0.031,0.2,0
0.99787,0.0013906,2.4994,7.1795e-06,4.6953e-05,1,0.032,0.032,0.2,0
0.99791,0.0013591,2.4994,7.072e-06,4.5313e-05,1,0.033,0.033,0.2,0
0.99795,0.0013275,2.4994,6.9645e-06,4.3673e-05,1,0.034,0.034,0.2,0
0.99799,0.001296,2.4994,6.8569e-06,4.2033e-05,1,0.035,0.035,0.2,0
0.99803,0.0012645,2.4995,6.7494e-06,4.0392e-05,1,0.036,0.036,0.2,0
0.99807,0.0012329,2.4995,6.6419e-06,3.8752e-05,1,0.037,0.037,0.2,0
0.9981,0.0012014,2.4995,6.5343e-06,3.7112e-05,1,0.038,0.038,0.2,0
0.99814,0.0011698,2.4995,6.4268e-06,3.5472e-05,1,0.039,0.039,0.2,0
0.99818,0.0011383,2.4996,6.3193e-06,3.3832e-05,1,0.04,0.04,0.2,0
0.99822,0.0011067,2.4996,6.2117e-06,3.2192e-05,1,0.041,0.041,0.2,0
0.99826,0.0010752,2.4996,6.1042e-06,3.0552e-05,1,0.042,0.042,0.2,0
0.9983,0.0010436,2.4996,5.9966e-06,2.8912e-05,1,0.043,0.043,0.2,0
0.99834,0.0010121,2.4996,5.8891e-06,2.7272e-05,1,0.044,0.044,0.2,0
0.99838,0.00098055,2.4997,5.7816e-06,2.5632e-05,1,0.045,0.045,0.2,0
0.99842,0.000949,2.4997,5.674e-06,2.3992e-05,1,0.046,0.046,0.2,0
0.99846,0.00091746,2.4997,5.5665e-06,2.2351e-05,1,0.047,0.047,0.2,0
0.9985,0.00088591,2.4997,5.459e-06,2.0711e-05,1,0.048,0.048,0.2,0
0.99854,0.00085437,2.4997,5.3514e-06,1.9071e-05,1,0.049,0.049,0.2,0
0.99858,0.00082282,2.4998,5.2439e-06,1.7431e-05,1,0.05,0.05,0.2,0
0.99862,0.00079128,2.4998,5.1363e-06,1.5791e-05,1,0.051,0.051,0.2,0
0.99866,0.00075973,2.4998,5.0288e-06,1.4151e-05,1,0.052,0.052,0.2,0
0.9987,0.00072819,2.4998,4.9213e-06,1.2511e-05,1,0.053,0.053,0.2,0
0.99874,0.00069664,2.4999,4.8137e-06,1.0871e-05,1,0.054,0.054,0.2,0
0.99878,0.0006651,2.4999,4.7062e-06,9.2307e-06,1,0.055,0.055,0.2,0
0.99881,0.00063355,2.4999,4.5987e-06,7.5906e-06,1,0.056,0.056,0.2,0
0.99885,0.00060201,2.4999,4.4911e-06,5.9505e-06,1,0.057,0.057,0.2,0
0.99889,0.00057046,2.4999,4.3836e-06,4.3104e-06,1,0.058,0.058,0.2,0
0.99893,0.00053892,2.5,4.276e-06,2.6703e-06,1,0.059,0.059,0.2,0
0.99897,0.00050737,2.5,4.1685e-06,1.0302e-06,1,0.06,0.06,0.2,0
0.99901,0.00047583,2.5,4.061e-06,-6.099e-07,1,0.061,0.061,0.2,0
0.99905,0.00044428,2.5,3.9534e-06,-2.25e-06,1,0.062,0.062,0.2,0
0.99909,0.00041274,2.5,3.8459e-06,-3.8901e-06,1,0.063,0.063,0.2,0
0.99913,0.00038119,2.5001,3.7384e-06,-5.5302e-06,1,0.064,0.064,0.2,0
0.99917,0.00034965,2.5001,3.6308e-06,-7.1703e-06,1,0.065,0.065,0.2,0
0.99921,0.0003181,2.5001,3.5233e-06,-8.8104e-06,1,0.066,0.066,0.2,0
0.99925,0.00028656,2.5001,3.4157e-06,-1.045e-05,1,0.067,0.067,0.2,0
0.99929,0.00025501,2.5002,3.3082e-06,-1.2091e-05,1,0.068,0.068,0.2,0
0.99933,0.00022347,2.5002,3.2007e-06,-1.3731e-05,1,0.069,0.069,0.2,0
0.99937,0.00019192,2.5002,3.0931e-06,-1.5371e-05,1,0.07,0.07,0.2,0
0.99941,0.00016038,2.5002,2.9856e-06,-1.7011e-05,1,0.071,0.071,0.2,0
0.99945,0.00012883,2.5002,2.8781e-06,-1.8651e-05,1,0.072,0.072,0.2,0
0.99949,9.7289e-05,2.5003,2.7705e-06,-2.0291e-05,1,0.073,0.073,0.2,0
0.99952,6.5744e-05,2.5003,2.663e-06,-2.1931e-05,1,0.074,0.074,0.2,0
0.99956,3.4199e-05,2.5003,2.5555e-06,-2.3571e-05,1,0.075,0.075,0.2,0
0.9996,2.6544e-06,2.5003,2.4479e-06,-2.5211e-05,1,0.076,0.076,0.2,0
0.99964,-2.8891e-05,2.5003,2.3404e-06,-2.6851e-05,1,0.077,0.077,0.2,0
0.99968,-6.0435e-05,2.5004,2.2328e-06,-2.8492e-05,1,0.078,0.078,0.2,0
0.99972,-9.198e-05,2.5004,2.1253e-06,-3.0132e-05,1,0.079,0.079,0.2,0
0.99976,-0.00012353,2.5004,2.0178e-06,-3.1772e-05,1,0.08,0.08,0.2,0
0.9998,-0.00015507,2.5004,1.9102e-06,-3.3412e-05,1,0.081,0.081,0.2,0
0.99984,-0.00018662,2.5005,1.8027e-06,-3.5052e-05,1,0.082,0.082,0.2,0
0.99988,-0.00021816,2.5005,1.6952e-06,-3.6692e-05,1,0.083,0.083,0.2,0
0.99988,-0.00020898,2.5005,2.1907e-06,-3.6071e-05,1,0.084,0.084,0.2,0
0.99986,-0.00017944,2.5004,2.9879e-06,-3.4319e-05,1,0.085,0.085,0.2,0
0.99984,-0.0001499,2.5004,3.785e-06,-3.2567e-05,1,0.086,0.086,0.2,0
0.99982,-0.00012036,2.5003,4.5821e-06,-3.0815e-05,1,0.087,0.087,0.2,0
0.9998,-9.0818e-05,2.5003,5.3793e-06,-2.9064e-05,1,0.088,0.088,0.2,0
0.99978,-6.1277e-05,2.5003,6.1764e-06,-2.7312e-05,1,0.089,0.089,0.2,0
0.99976,-3.1736e-05,2.5002,6.9735e-06,-2.556e-05,1,0.09,0.09,0.2,0
0.99974,-2.1951e-06,2.5002,7.7707e-06,-2.3808e-05,1,0.091,0.091,0.2,0
0.99972,2.7346e-05,2.5002,8.5678e-06,-2.2056e-05,1,0.092,0.092,0.2,0
0.9997,5.6887e-05,2.5001,9.3649e-06,-2.0305e-05,1,0.093,0.093,0.2,0
0.99967,8.6427e-05,2.5001,1.0162e-05,-1.8553e-05,1,0.094,0.094,0.2,0
0.99965,0.00011597,2.5001,1.0959e-05,-1.6801e-05,1,0.095,0.095,0.2,0
0.99963,0.00014551,2.5,1.1756e-05,-1.5049e-05,1,0.096,0.096,0.2,0
0.99961,0.00017505,2.5,1.2553e-05,-1.3297e-05,1,0.097,0.097,0.2,0
0.99959,0.00020459,2.4999,1.3351e-05,-1.1546e-05,1,0.098,0.098,0.2,0
0.99957,0.00023413,2.4999,1.4148e-05,-9.7937e-06,1,0.099,0.099,0.2,0
0.99955,0.00026367,2.4999,1.4945e-05,-8.0419e-06,1,0.1,0.1,0.2,0
0.99953,0.00029321,2.4998,1.5742e-05,-6.2901e-06,1,0.101,0.101,0.2,0
0.99951,0.00032275,2.4998,1.6539e-05,-4.5383e-06,1,0.102,0.102,0.2,0
0.99949,0.0003523,2.4998,1.7336e-05,-2.7865e-06,1,0.103,0.103,0.2,0
0.99947,0.00038184,2.4997,1.8133e-05,-1.0347e-06,1,0.104,0.104,0.2,0
0.99945,0.00041138,2.4997,1.8931e-05,7.1709e-07,1,0.105,0.105,0.2,0
0.99943,0.00044092,2.4996,1.9728e-05,2.4689e-06,1,0.106,0.106,0.2,0
0.99941,0.00047046,2.4996,2.0525e-05,4.2207e-06,1,0.107,0.107,0.2,0
0.99939,0.0005,2.4996,2.1322e-05,5.9725e-06,1,0.108,0.108,0.2,0
0.99937,0.00052954,2.4995,2.2119e-05,7.7243e-06,1,0.109,0.109,0.2,0
0.99935,0.00055908,2.4995,2.2916e-05,9.4761e-06,1,0.11,0.11,0.2,0
0.99933,0.00058862,2.4995,2.3713e-05,1.1228e-05,1,0.111,0.111,0.2,0
0.99931,0.00061816,2.4994,2.451e-05,1.298e-05,1,0.112,0.112,0.2,0
0.99929,0.0006477,2.4994,2.5308e-05,1.4732e-05,1,0.113,0.113,0.2,0
0.99927,0.00067724,2.4993,2.6105e-05,1.6483e-05,1,0.114,0.114,0.2,0
0.99925,0.00070679,2.4993,2.6902e-05,1.8235e-05,1,0.115,0.115,0.2,0
0.99923,0.00073633,2.4993,2.7699e-05,1.9987e-05,1,0.116,0.116,0.2,0
0.99921,0.00076587,2.4992,2.8496e-05,2.1739e-05,1,0.117,0.117,0.2,0
0.99918,0.00079541,2.4992,2.9293e-05,2.3491e-05,1,0.118,0.118,0.2,0
0.99916,0.00082495,2.4992,3.009e-05,2.5242e-05,1,0.119,0.119,0.2,0
0.99914,0.00085449,2.4991,3.0888e-05,2.6994e-05,1,0.12,0.12,0.2,0
0.99912,0.00088403,2.4991,3.1685e-05,2.8746e-05,1,0.121,0.121,0.2,0
0.9991,0.00091357,2.4991,3.2482e-05,3.0498e-05,1,0.122,0.122,0.2,0
0.99908,0.00094311,2.499,3.3279e-05,3.225e-05,1,0.123,0.123,0.2,0
0.99906,0.00097265,2.499,3.4076e-05,3.4001e-05,1,0.124,0.124,0.2,0
0.99904,0.0010022,2.4989,3.4873e-05,3.5753e-05,1,0.125,0.125,0.2,0
0.99902,0.0010317,2.4989,3.567e-05,3.7505e-05,1,0.126,0.126,0.2,0
0.999,0.0010613,2.4989,3.6467e-05,3.9257e-05,1,0.127,0.127,0.2,0
0.99898,0.0010908,2.4988,3.7265e-05,4.1009e-05,1,0.128,0.128,0.2,0
0.99896,0.0011204,2.4988,3.8062e-05,4.276e-05,1,0.129,0.129,0.2,0
0.99894,0.0011499,2.4988,3.8859e-05,4.4512e-05,1,0.13,0.13,0.2,0
