"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99998,2.962e-05,2.5,1.779e-06,1.2863e-06,1,0,0,0.2,0
0.99998,2.8889e-05,2.5,1.7185e-06,1.2379e-06,1,0.001,0.001,0.2,0
0.99998,2.8158e-05,2.5,1.658e-06,1.1895e-06,1,0.002,0.002,0.2,0
0.99999,2.7428e-05,2.5,1.5976e-06,1.1411e-06,1,0.003,0.003,0.2,0
0.99999,2.6697e-05,2.5,1.5371e-06,1.0928e-06,1,0.004,0.004,0.2,0
0.99999,2.5966e-05,2.5,1.4766e-06,1.0444e-06,1,0.005,0.005,0.2,0
0.99999,2.5235e-05,2.5,1.4161e-06,9.9599e-07,1,0.006,0.006,0.2,0
0.99999,2.4505e-05,2.5,1.3556e-06,9.4761e-07,1,0.007,0.007,0.2,0
0.99999,2.3774e-05,2.5,1.2951e-06,8.9924e-07,1,0.008,0.008,0.2,0
0.99999,2.3043e-05,2.5,1.2347e-06,8.5086e-07,1,0.009,0.009,0.2,0
0.99999,2.2312e-05,2.5,1.1742e-06,8.0248e-07,1,0.01,0.01,0.2,0
0.99999,2.1582e-05,2.5,1.1137e-06,7.541e-07,1,0.011,0.011,0.2,0
0.99999,2.0851e-05,2.5,1.0532e-06,7.0572e-07,1,0.012,0.012,0.2,0
0.99999,2.012e-05,2.5,9.9275e-07,6.5734e-07,1,0.013,0.013,0.2,0
0.99999,1.9389e-05,2.5,9.3227e-07,6.0896e-07,1,0.014,0.014,0.2,0
0.99999,1.8659e-05,2.5,8.7179e-07,5.6058e-07,1,0.015,0.015,0.2,0
0.99999,1.7928e-05,2.5,8.1131e-07,5.1221e-07,1,0.016,0.016,0.2,0
0.99999,1.7197e-05,2.5,7.5082e-07,4.6383e-07,1,0.017,0.017,0.2,0
0.99999,1.6466e-05,2.5,6.9034e-07,4.1545e-07,1,0.018,0.018,0.2,0
1,1.5736e-05,2.5,6.2986e-07,3.6707e-07,1,0.019,0.019,0.2,0
1,1.5005e-05,2.5,5.6938e-07,3.1869e-07,1,0.02,0.02,0.2,0
1,1.4274e-05,2.5,5.089e-07,2.7031e-07,1,0.021,0.021,0.2,0
1,1.3543e-05,2.5,4.4842e-07,2.2193e-07,1,0.022,0.022,0.2,0
1,1.2813e-05,2.5,3.8794e-07,1.7355e-07,1,0.023,0.023,0.2,0
1,1.2082e-05,2.5,3.2746e-07,1.2518e-07,1,0.024,0.024,0.2,0
1,1.1351e-05,2.5,2.6698e-07,7.6797e-08,1,0.025,0.025,0.2,0
1,1.062e-05,2.5,2.065e-07,2.8418e-08,1,0.026,0.026,0.2,0
1,9.8896e-06,2.5,1.4602e-07,-1.996e-08,1,0.027,0.027,0.2,0
1,9.1588e-06,2.5,8.5541e-08,-6.8339e-08,1,0.028,0.028,0.2,0
1,8.428e-06,2.5,2.506e-08,-1.1672e-07,1,0.029,0.029,0.2,0
1,7.6973e-06,2.5,-3.542e-08,-1.651e-07,1,0.03,0.03,0.2,0
1,6.9665e-06,2.5,-9.59e-08,-2.1348e-07,1,0.031,0.031,0.2,0
1,6.2358e-06,2.5,-1.5638e-07,-2.6185e-07,1,0.032,0.032,0.2,0
1,5.505e-06,2.5,-2.1686e-07,-3.1023e-07,1,0.033,0.033,0.2,0
