"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-3.1041e-07,2.5,-1.093e-08,1.8476e-08,1,0,0,0.2,0
1,-3.1531e-07,2.5,-1.0614e-08,1.7801e-08,1,0.001,0.001,0.2,0
1,-3.2022e-07,2.5,-1.0297e-08,1.7126e-08,1,0.002,0.002,0.2,0
1,-3.2513e-07,2.5,-9.9809e-09,1.6452e-08,1,0.003,0.003,0.2,0
1,-3.3003e-07,2.5,-9.6645e-09,1.5777e-08,1,0.004,0.004,0.2,0
1,-3.3494e-07,2.5,-9.3481e-09,1.5102e-08,1,0.005,0.005,0.2,0
1,-3.3984e-07,2.5,-9.0317e-09,1.4427e-08,1,0.006,0.006,0.2,0
1,-3.4475e-07,2.5,-8.7153e-09,1.3752e-08,1,0.007,0.007,0.2,0
1,-3.4965e-07,2.5,-8.3989e-09,1.3077e-08,1,0.008,0.008,0.2,0
1,-3.5456e-07,2.5,-8.0825e-09,1.2402e-08,1,0.009,0.009,0.2,0
1,-3.5946e-07,2.5,-7.766e-09,1.1727e-08,1,0.01,0.01,0.2,0
1,-3.6437e-07,2.5,-7.4496e-09,1.1053e-08,1,0.011,0.011,0.2,0
1,-3.6928e-07,2.5,-7.1332e-09,1.0378e-08,1,0.012,0.012,0.2,0
1,-3.7418e-07,2.5,-6.8168e-09,9.7027e-09,1,0.013,0.013,0.2,0
1,-3.7909e-07,2.5,-6.5004e-09,9.0279e-09,1,0.014,0.014,0.2,0
1,-3.8399e-07,2.5,-6.184e-09,8.353e-09,1,0.015,0.015,0.2,0
1,-3.889e-07,2.5,-5.8676e-09,7.6781e-09,1,0.016,0.016,0.2,0
1,-3.938e-07,2.5,-5.5512e-09,7.0032e-09,1,0.017,0.017,0.2,0
1,-3.9871e-07,2.5,-5.2347e-09,6.3283e-09,1,0.018,0.018,0.2,0
1,-4.0361e-07,2.5,-4.9183e-09,5.6535e-09,1,0.019,0.019,0.2,0
