"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0003,0.0001793,2.5,8.6788e-06,3.802e-06,1,0,0,0.2,0
1.0003,0.00017379,2.5,8.3868e-06,3.7265e-06,1,0.001,0.001,0.2,0
1.0003,0.00016829,2.5,8.0948e-06,3.651e-06,1,0.002,0.002,0.2,0
1.0003,0.00016278,2.5,7.8028e-06,3.5755e-06,1,0.003,0.003,0.2,0
1.0003,0.00015728,2.5,7.5108e-06,3.5e-06,1,0.004,0.004,0.2,0
1.0003,0.00015177,2.5,7.2188e-06,3.4245e-06,1,0.005,0.005,0.2,0
1.0002,0.00014626,2.5,6.9267e-06,3.349e-06,1,0.006,0.006,0.2,0
1.0002,0.00014076,2.5,6.6347e-06,3.2736e-06,1,0.007,0.007,0.2,0
1.0002,0.00013525,2.5,6.3427e-06,3.1981e-06,1,0.008,0.008,0.2,0
1.0002,0.00012975,2.5,6.0507e-06,3.1226e-06,1,0.009,0.009,0.2,0
1.0002,0.00012424,2.5,5.7587e-06,3.0471e-06,1,0.01,0.01,0.2,0
1.0002,0.00011874,2.5,5.4667e-06,2.9716e-06,1,0.011,0.011,0.2,0
1.0002,0.00011323,2.5,5.1747e-06,2.8961e-06,1,0.012,0.012,0.2,0
1.0002,0.00010773,2.5,4.8826e-06,2.8206e-06,1,0.013,0.013,0.2,0
1.0002,0.00010222,2.5,4.5906e-06,2.7452e-06,1,0.014,0.014,0.2,0
1.0002,9.6719e-05,2.5,4.2986e-06,2.6697e-06,1,0.015,0.015,0.2,0
1.0001,9.1214e-05,2.5,4.0066e-06,2.5942e-06,1,0.016,0.016,0.2,0
1.0001,8.5709e-05,2.5,3.7146e-06,2.5187e-06,1,0.017,0.017,0.2,0
1.0001,8.0204e-05,2.5,3.4226e-06,2.4432e-06,1,0.018,0.018,0.2,0
1.0001,7.4698e-05,2.5,3.1306e-06,2.3677e-06,1,0.019,0.019,0.2,0
1.0001,6.9193e-05,2.5,2.8385e-06,2.2922e-06,1,0.02,0.02,0.2,0
1.0001,6.3688e-05,2.5,2.5465e-06,2.2167e-06,1,0.021,0.021,0.2,0
1.0001,5.8183e-05,2.5,2.2545e-06,2.1413e-06,1,0.022,0.022,0.2,0
1.0001,5.2678e-05,2.5,1.9625e-06,2.0658e-06,1,0.023,0.023,0.2,0
1.0001,4.7173e-05,2.5,1.6705e-06,1.9903e-06,1,0.024,0.024,0.2,0
1.0001,4.1668e-05,2.5,1.3785e-06,1.9148e-06,1,0.025,0.025,0.2,0
1,3.6163e-05,2.5,1.0865e-06,1.8393e-06,1,0.026,0.026,0.2,0
1,3.0658e-05,2.5,7.9445e-07,1.7638e-06,1,0.027,0.027,0.2,0
1,2.5153e-05,2.5,5.0243e-07,1.6883e-06,1,0.028,0.028,0.2,0
1,1.9647e-05,2.5,2.1042e-07,1.6129e-06,1,0.029,0.029,0.2,0
1,1.4142e-05,2.5,-8.1596e-08,1.5374e-06,1,0.03,0.03,0.2,0
0.99999,8.6372e-06,2.5,-3.7361e-07,1.4619e-06,1,0.031,0.031,0.2,0
0.99998,3.1321e-06,2.5,-6.6563e-07,1.3864e-06,1,0.032,0.032,0.2,0
0.99997,-2.373e-06,2.5,-9.5764e-07,1.3109e-06,1,0.033,0.033,0.2,0
0.99996,-7.8781e-06,2.5,-1.2497e-06,1.2354e-06,1,0.034,0.034,0.2,0
0.99995,-1.3383e-05,2.5,-1.5417e-06,1.1599e-06,1,0.035,0.035,0.2,0
0.99993,-1.8888e-05,2.5,-1.8337e-06,1.0845e-06,1,0.036,0.036,0.2,0
0.99992,-2.4393e-05,2.5,-2.1257e-06,1.009e-06,1,0.037,0.037,0.2,0
