"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-4.3071e-08,2.5,-5.0775e-10,-1.2614e-09,1,0,0,0.2,0
1,-4.2687e-08,2.5,-4.8928e-10,-1.2208e-09,1,0.001,0.001,0.2,0
1,-4.2304e-08,2.5,-4.7082e-10,-1.1801e-09,1,0.002,0.002,0.2,0
1,-4.1921e-08,2.5,-4.5235e-10,-1.1394e-09,1,0.003,0.003,0.2,0
1,-4.1538e-08,2.5,-4.3388e-10,-1.0987e-09,1,0.004,0.004,0.2,0
1,-4.1154e-08,2.5,-4.1542e-10,-1.058e-09,1,0.005,0.005,0.2,0
1,-4.0771e-08,2.5,-3.9695e-10,-1.0173e-09,1,0.006,0.006,0.2,0
1,-4.0388e-08,2.5,-3.7848e-10,-9.7661e-10,1,0.007,0.007,0.2,0
1,-4.0004e-08,2.5,-3.6002e-10,-9.3592e-10,1,0.008,0.008,0.2,0
1,-3.9621e-08,2.5,-3.4155e-10,-8.9522e-10,1,0.009,0.009,0.2,0
1,-3.9238e-08,2.5,-3.2308e-10,-8.5453e-10,1,0.01,0.01,0.2,0
1,-3.8855e-08,2.5,-3.0462e-10,-8.1384e-10,1,0.011,0.011,0.2,0
1,-3.8471e-08,2.5,-2.8615e-10,-7.7315e-10,1,0.012,0.012,0.2,0
1,-3.8088e-08,2.5,-2.6768e-10,-7.3246e-10,1,0.013,0.013,0.2,0
1,-3.7705e-08,2.5,-2.4921e-10,-6.9177e-10,1,0.014,0.014,0.2,0
1,-3.7322e-08,2.5,-2.3075e-10,-6.5107e-10,1,0.015,0.015,0.2,0
1,-3.6938e-08,2.5,-2.1228e-10,-6.1038e-10,1,0.016,0.016,0.2,0
1,-3.6555e-08,2.5,-1.9381e-10,-5.6969e-10,1,0.017,0.017,0.2,0
1,-3.6172e-08,2.5,-1.7535e-10,-5.29e-10,1,0.018,0.018,0.2,0
1,-3.5788e-08,2.5,-1.5688e-10,-4.8831e-10,1,0.019,0.019,0.2,0
1,-3.5405e-08,2.5,-1.3841e-10,-4.4762e-10,1,0.02,0.02,0.2,0
1,-3.5022e-08,2.5,-1.1995e-10,-4.0693e-10,1,0.021,0.021,0.2,0
1,-3.4639e-08,2.5,-1.0148e-10,-3.6623e-10,1,0.022,0.022,0.2,0
1,-3.4255e-08,2.5,-8.3011e-11,-3.2554e-10,1,0.023,0.023,0.2,0
1,-3.3872e-08,2.5,-6.4544e-11,-2.8485e-10,1,0.024,0.024,0.2,0
1,-3.3489e-08,2.5,-4.6077e-11,-2.4416e-10,1,0.025,0.025,0.2,0
1,-3.3105e-08,2.5,-2.761e-11,-2.0347e-10,1,0.026,0.026,0.2,0
1,-3.2722e-08,2.5,-9.1435e-12,-1.6278e-10,1,0.027,0.027,0.2,0
1,-3.2339e-08,2.5,9.3235e-12,-1.2208e-10,1,0.028,0.028,0.2,0
1,-3.1956e-08,2.5,2.779e-11,-8.1393e-11,1,0.029,0.029,0.2,0
1,-3.1572e-08,2.5,4.6257e-11,-4.0702e-11,1,0.03,0.03,0.2,0
1,-3.1189e-08,2.5,6.4724e-11,-1.0069e-14,1,0.031,0.031,0.2,0
