"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99998,-4.2828e-06,2.5,-4.4914e-07,-4.6866e-07,1,0,0,0.2,0
0.99998,-4.2986e-06,2.5,-4.3874e-07,-4.6321e-07,1,0.001,0.001,0.2,0
0.99998,-4.3144e-06,2.5,-4.2834e-07,-4.5775e-07,1,0.002,0.002,0.2,0
0.99998,-4.3302e-06,2.5,-4.1794e-07,-4.5229e-07,1,0.003,0.003,0.2,0
0.99999,-4.346e-06,2.5,-4.0755e-07,-4.4684e-07,1,0.004,0.004,0.2,0
0.99999,-4.3617e-06,2.5,-3.9715e-07,-4.4138e-07,1,0.005,0.005,0.2,0
0.99999,-4.3775e-06,2.5,-3.8675e-07,-4.3592e-07,1,0.006,0.006,0.2,0
0.99999,-4.3933e-06,2.5,-3.7635e-07,-4.3047e-07,1,0.007,0.007,0.2,0
0.99999,-4.4091e-06,2.5,-3.6596e-07,-4.2501e-07,1,0.008,0.008,0.2,0
0.99999,-4.4249e-06,2.5,-3.5556e-07,-4.1955e-07,1,0.009,0.009,0.2,0
0.99999,-4.4407e-06,2.5,-3.4516e-07,-4.141e-07,1,0.01,0.01,0.2,0
0.99999,-4.4565e-06,2.5,-3.3476e-07,-4.0864e-07,1,0.011,0.011,0.2,0
0.99999,-4.4723e-06,2.5,-3.2437e-07,-4.0318e-07,1,0.012,0.012,0.2,0
0.99999,-4.488e-06,2.5,-3.1397e-07,-3.9773e-07,1,0.013,0.013,0.2,0
0.99999,-4.5038e-06,2.5,-3.0357e-07,-3.9227e-07,1,0.014,0.014,0.2,0
0.99999,-4.5196e-06,2.5,-2.9318e-07,-3.8681e-07,1,0.015,0.015,0.2,0
0.99999,-4.5354e-06,2.5,-2.8278e-07,-3.8135e-07,1,0.016,0.016,0.2,0
0.99999,-4.5512e-06,2.5,-2.7238e-07,-3.759e-07,1,0.017,0.017,0.2,0
0.99999,-4.567e-06,2.5,-2.6198e-07,-3.7044e-07,1,0.018,0.018,0.2,0
0.99999,-4.5828e-06,2.5,-2.5159e-07,-3.6498e-07,1,0.019,0.019,0.2,0
0.99999,-4.5986e-06,2.5,-2.4119e-07,-3.5953e-07,1,0.02,0.02,0.2,0
1,-4.6144e-06,2.5,-2.3079e-07,-3.5407e-07,1,0.021,0.021,0.2,0
1,-4.6301e-06,2.5,-2.2039e-07,-3.4861e-07,1,0.022,0.022,0.2,0
1,-4.6459e-06,2.5,-2.1e-07,-3.4316e-07,1,0.023,0.023,0.2,0
1,-4.6617e-06,2.5,-1.996e-07,-3.377e-07,1,0.024,0.024,0.2,0
1,-4.6775e-06,2.5,-1.892e-07,-3.3224e-07,1,0.025,0.025,0.2,0
1,-4.6933e-06,2.5,-1.788e-07,-3.2679e-07,1,0.026,0.026,0.2,0
1,-4.7091e-06,2.5,-1.6841e-07,-3.2133e-07,1,0.027,0.027,0.2,0
1,-4.7249e-06,2.5,-1.5801e-07,-3.1587e-07,1,0.028,0.028,0.2,0
1,-4.7407e-06,2.5,-1.4761e-07,-3.1042e-07,1,0.029,0.029,0.2,0
1,-4.7564e-06,2.5,-1.3721e-07,-3.0496e-07,1,0.03,0.03,0.2,0
1,-4.7722e-06,2.5,-1.2682e-07,-2.995e-07,1,0.031,0.031,0.2,0
1,-4.788e-06,2.5,-1.1642e-07,-2.9405e-07,1,0.032,0.032,0.2,0
1,-4.8038e-06,2.5,-1.0602e-07,-2.8859e-07,1,0.033,0.033,0.2,0
1,-4.8196e-06,2.5,-9.5624e-08,-2.8313e-07,1,0.034,0.034,0.2,0
1,-4.8354e-06,2.5,-8.5227e-08,-2.7768e-07,1,0.035,0.035,0.2,0
1,-4.8512e-06,2.5,-7.4829e-08,-2.7222e-07,1,0.036,0.036,0.2,0
1,-4.867e-06,2.5,-6.4432e-08,-2.6676e-07,1,0.037,0.037,0.2,0
1,-4.8828e-06,2.5,-5.4034e-08,-2.6131e-07,1,0.038,0.038,0.2,0
