"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-1.2601e-08,2.5,-6.1346e-11,-9.7771e-11,1,0,0,0.2,0
1,-1.2183e-08,2.5,-5.8953e-11,-9.3974e-11,1,0.001,0.001,0.2,0
1,-1.1765e-08,2.5,-5.6559e-11,-9.0177e-11,1,0.002,0.002,0.2,0
1,-1.1347e-08,2.5,-5.4166e-11,-8.638e-11,1,0.003,0.003,0.2,0
1,-1.0929e-08,2.5,-5.1772e-11,-8.2583e-11,1,0.004,0.004,0.2,0
1,-1.051e-08,2.5,-4.9379e-11,-7.8786e-11,1,0.005,0.005,0.2,0
1,-1.0092e-08,2.5,-4.6985e-11,-7.4989e-11,1,0.006,0.006,0.2,0
1,-9.6739e-09,2.5,-4.4592e-11,-7.1192e-11,1,0.007,0.007,0.2,0
1,-9.2557e-09,2.5,-4.2198e-11,-6.7395e-11,1,0.008,0.008,0.2,0
1,-8.8375e-09,2.5,-3.9805e-11,-6.3598e-11,1,0.009,0.009,0.2,0
1,-8.4193e-09,2.5,-3.7411e-11,-5.9801e-11,1,0.01,0.01,0.2,0
1,-8.001e-09,2.5,-3.5017e-11,-5.6004e-11,1,0.011,0.011,0.2,0
1,-7.5828e-09,2.5,-3.2624e-11,-5.2208e-11,1,0.012,0.012,0.2,0
1,-7.1646e-09,2.5,-3.023e-11,-4.8411e-11,1,0.013,0.013,0.2,0
1,-6.7464e-09,2.5,-2.7837e-11,-4.4614e-11,1,0.014,0.014,0.2,0
1,-6.3282e-09,2.5,-2.5443e-11,-4.0817e-11,1,0.015,0.015,0.2,0
1,-5.9099e-09,2.5,-2.305e-11,-3.702e-11,1,0.016,0.016,0.2,0
1,-5.4917e-09,2.5,-2.0656e-11,-3.3223e-11,1,0.017,0.017,0.2,0
1,-5.0735e-09,2.5,-1.8263e-11,-2.9426e-11,1,0.018,0.018,0.2,0
1,-4.6553e-09,2.5,-1.5869e-11,-2.5629e-11,1,0.019,0.019,0.2,0
1,-4.2371e-09,2.5,-1.3476e-11,-2.1832e-11,1,0.02,0.02,0.2,0
1,-3.8188e-09,2.5,-1.1082e-11,-1.8035e-11,1,0.021,0.021,0.2,0
1,-3.4006e-09,2.5,-8.6885e-12,-1.4238e-11,1,0.022,0.022,0.2,0
1,-2.9824e-09,2.5,-6.295e-12,-1.0441e-11,1,0.023,0.023,0.2,0
1,-2.5642e-09,2.5,-3.9015e-12,-6.6444e-12,1,0.024,0.024,0.2,0
1,-2.146e-09,2.5,-1.5079e-12,-2.8475e-12,1,0.025,0.025,0.2,0
1,-1.7277e-09,2.5,8.8562e-13,9.4942e-13,1,0.026,0.026,0.2,0
1,-1.3095e-09,2.5,3.2792e-12,4.7463e-12,1,0.027,0.027,0.2,0
