"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99811,0.0020351,2.4987,-5.277e-05,-6.6742e-05,1,0,0,0.2,0
0.99815,0.0019756,2.4987,-5.2157e-05,-6.5936e-05,1,0.001,0.001,0.2,0
0.99819,0.0019162,2.4988,-5.1544e-05,-6.513e-05,1,0.002,0.002,0.2,0
0.99823,0.0018568,2.4988,-5.0931e-05,-6.4324e-05,1,0.003,0.003,0.2,0
0.99826,0.0017973,2.4988,-5.0318e-05,-6.3518e-05,1,0.004,0.004,0.2,0
0.9983,0.0017379,2.4989,-4.9705e-05,-6.2712e-05,1,0.005,0.005,0.2,0
0.99834,0.0016784,2.4989,-4.9092e-05,-6.1906e-05,1,0.006,0.006,0.2,0
0.99838,0.001619,2.499,-4.8479e-05,-6.1101e-05,1,0.007,0.007,0.2,0
0.99842,0.0015596,2.499,-4.7865e-05,-6.0295e-05,1,0.008,0.008,0.2,0
0.99845,0.0015001,2.499,-4.7252e-05,-5.9489e-05,1,0.009,0.009,0.2,0
0.99849,0.0014407,2.4991,-4.6639e-05,-5.8683e-05,1,0.01,0.01,0.2,0
0.99853,0.0013813,2.4991,-4.6026e-05,-5.7877e-05,1,0.011,0.011,0.2,0
0.99857,0.0013218,2.4991,-4.5413e-05,-5.7071e-05,1,0.012,0.012,0.2,0
0.99861,0.0012624,2.4992,-4.48e-05,-5.6265e-05,1,0.013,0.013,0.2,0
0.99864,0.001203,2.4992,-4.4187e-05,-5.546e-05,1,0.014,0.014,0.2,0
0.99868,0.0011435,2.4993,-4.3574e-05,-5.4654e-05,1,0.015,0.015,0.2,0
0.99872,0.0010841,2.4993,-4.2961e-05,-5.3848e-05,1,0.016,0.016,0.2,0
0.99876,0.0010246,2.4993,-4.2348e-05,-5.3042e-05,1,0.017,0.017,0.2,0
0.9988,0.00096521,2.4994,-4.1735e-05,-5.2236e-05,1,0.018,0.018,0.2,0
0.99883,0.00090577,2.4994,-4.1122e-05,-5.143e-05,1,0.019,0.019,0.2,0
0.99887,0.00084634,2.4995,-4.0509e-05,-5.0624e-05,1,0.02,0.02,0.2,0
0.99891,0.0007869,2.4995,-3.9896e-05,-4.9819e-05,1,0.021,0.021,0.2,0
0.99895,0.00072747,2.4995,-3.9283e-05,-4.9013e-05,1,0.022,0.022,0.2,0
0.99898,0.00066803,2.4996,-3.867e-05,-4.8207e-05,1,0.023,0.023,0.2,0
0.99902,0.00060859,2.4996,-3.8056e-05,-4.7401e-05,1,0.024,0.024,0.2,0
0.99906,0.00054916,2.4996,-3.7443e-05,-4.6595e-05,1,0.025,0.025,0.2,0
0.9991,0.00048972,2.4997,-3.683e-05,-4.5789e-05,1,0.026,0.026,0.2,0
0.99914,0.00043028,2.4997,-3.6217e-05,-4.4983e-05,1,0.027,0.027,0.2,0
0.99917,0.00037085,2.4998,-3.5604e-05,-4.4178e-05,1,0.028,0.028,0.2,0
0.99921,0.00031141,2.4998,-3.4991e-05,-4.3372e-05,1,0.029,0.029,0.2,0
0.99925,0.00025197,2.4998,-3.4378e-05,-4.2566e-05,1,0.03,0.03,0.2,0
0.99929,0.00019254,2.4999,-3.3765e-05,-4.176e-05,1,0.031,0.031,0.2,0
0.99933,0.0001331,2.4999,-3.3152e-05,-4.0954e-05,1,0.032,0.032,0.2,0
0.99936,7.3664e-05,2.5,-3.2539e-05,-4.0148e-05,1,0.033,0.033,0.2,0
0.9994,1.4228e-05,2.5,-3.1926e-05,-3.9342e-05,1,0.034,0.034,0.2,0
0.99944,-4.5209e-05,2.5,-3.1313e-05,-3.8537e-05,1,0.035,0.035,0.2,0
0.99948,-0.00010464,2.5001,-3.07e-05,-3.7731e-05,1,0.036,0.036,0.2,0
0.99952,-0.00016408,2.5001,-3.0087e-05,-3.6925e-05,1,0.037,0.037,0.2,0
0.99955,-0.00022352,2.5002,-2.9474e-05,-3.6119e-05,1,0.038,0.038,0.2,0
0.99959,-0.00028295,2.5002,-2.8861e-05,-3.5313e-05,1,0.039,0.039,0.2,0
0.99963,-0.00034239,2.5002,-2.8247e-05,-3.4507e-05,1,0.04,0.04,0.2,0
0.99967,-0.00040183,2.5003,-2.7634e-05,-3.3701e-05,1,0.041,0.041,0.2,0
0.99971,-0.00046126,2.5003,-2.7021e-05,-3.2896e-05,1,0.042,0.042,0.2,0
0.99974,-0.0005207,2.5003,-2.6408e-05,-3.209e-05,1,0.043,0.043,0.2,0
0.99978,-0.00058014,2.5004,-2.5795e-05,-3.1284e-05,1,0.044,0.044,0.2,0
0.99982,-0.00063957,2.5004,-2.5182e-05,-3.0478e-05,1,0.045,0.045,0.2,0
0.99986,-0.00069901,2.5005,-2.4569e-05,-2.9672e-05,1,0.046,0.046,0.2,0
0.9999,-0.00075845,2.5005,-2.3956e-05,-2.8866e-05,1,0.047,0.047,0.2,0
0.99993,-0.00081788,2.5005,-2.3343e-05,-2.806e-05,1,0.048,0.048,0.2,0
0.99997,-0.00087732,2.5006,-2.273e-05,-2.7255e-05,1,0.049,0.049,0.2,0
1,-0.00093676,2.5006,-2.2117e-05,-2.6449e-05,1,0.05,0.05,0.2,0
1,-0.00099619,2.5007,-2.1504e-05,-2.5643e-05,1,0.051,0.051,0.2,0
1.0001,-0.0010556,2.5007,-2.0891e-05,-2.4837e-05,1,0.052,0.052,0.2,0
1.0001,-0.0011151,2.5007,-2.0278e-05,-2.4031e-05,1,0.053,0.053,0.2,0
1.0002,-0.0011745,2.5008,-1.9665e-05,-2.3225e-05,1,0.054,0.054,0.2,0
1.0002,-0.0012339,2.5008,-1.9052e-05,-2.2419e-05,1,0.055,0.055,0.2,0
1.0002,-0.0012934,2.5008,-1.8438e-05,-2.1614e-05,1,0.056,0.056,0.2,0
1.0003,-0.0013528,2.5009,-1.7825e-05,-2.0808e-05,1,0.057,0.057,0.2,0
1.0003,-0.0014122,2.5009,-1.7212e-05,-2.0002e-05,1,0.058,0.058,0.2,0
1.0004,-0.0014717,2.501,-1.6599e-05,-1.9196e-05,1,0.059,0.059,0.2,0
1.0004,-0.0015311,2.501,-1.5986e-05,-1.839e-05,1,0.06,0.06,0.2,0
1.0004,-0.0015906,2.501,-1.5373e-05,-1.7584e-05,1,0.061,0.061,0.2,0
1.0005,-0.00165,2.5011,-1.476e-05,-1.6778e-05,1,0.062,0.062,0.2,0
1.0005,-0.0017094,2.5011,-1.4147e-05,-1.5973e-05,1,0.063,0.063,0.2,0
1.0005,-0.0017689,2.5012,-1.3534e-05,-1.5167e-05,1,0.064,0.064,0.2,0
1.0006,-0.0018283,2.5012,-1.2921e-05,-1.4361e-05,1,0.065,0.065,0.2,0
1.0006,-0.0018877,2.5012,-1.2308e-05,-1.3555e-05,1,0.066,0.066,0.2,0
1.0007,-0.0019472,2.5013,-1.1695e-05,-1.2749e-05,1,0.067,0.067,0.2,0
1.0007,-0.0020066,2.5013,-1.1082e-05,-1.1943e-05,1,0.068,0.068,0.2,0
1.0007,-0.002066,2.5014,-1.0469e-05,-1.1137e-05,1,0.069,0.069,0.2,0
1.0008,-0.0021255,2.5014,-9.8556e-06,-1.0332e-05,1,0.07,0.07,0.2,0
1.0008,-0.0021849,2.5014,-9.2425e-06,-9.5256e-06,1,0.071,0.071,0.2,0
1.0008,-0.0022444,2.5015,-8.6295e-06,-8.7198e-06,1,0.072,0.072,0.2,0
1.0009,-0.0023038,2.5015,-8.0164e-06,-7.9139e-06,1,0.073,0.073,0.2,0
1.0009,-0.0023632,2.5015,-7.4034e-06,-7.1081e-06,1,0.074,0.074,0.2,0
1.001,-0.0024227,2.5016,-6.7903e-06,-6.3022e-06,1,0.075,0.075,0.2,0
1.001,-0.0024821,2.5016,-6.1772e-06,-5.4964e-06,1,0.076,0.076,0.2,0
1.001,-0.0025415,2.5017,-5.5642e-06,-4.6905e-06,1,0.077,0.077,0.2,0
1.0011,-0.002601,2.5017,-4.9511e-06,-3.8846e-06,1,0.078,0.078,0.2,0
1.0011,-0.0026604,2.5017,-4.338e-06,-3.0788e-06,1,0.079,0.079,0.2,0
1.0011,-0.0027198,2.5018,-3.725e-06,-2.2729e-06,1,0.08,0.08,0.2,0
1.0012,-0.0027793,2.5018,-3.1119e-06,-1.4671e-06,1,0.081,0.081,0.2,0
1.0012,-0.0028387,2.5019,-2.4989e-06,-6.6122e-07,1,0.082,0.082,0.2,0
1.0013,-0.0028982,2.5019,-1.8858e-06,1.4463e-07,1,0.083,0.083,0.2,0
1.0013,-0.0028857,2.5019,-9.1676e-07,1.5398e-06,1,0.084,0.084,0.2,0
1.0012,-0.0028373,2.5018,2.3026e-07,3.2295e-06,1,0.085,0.085,0.2,0
1.0012,-0.0027889,2.5018,1.3773e-06,4.9193e-06,1,0.086,0.086,0.2,0
1.0012,-0.0027405,2.5018,2.5243e-06,6.609e-06,1,0.087,0.087,0.2,0
1.0011,-0.0026921,2.5017,3.6713e-06,8.2988e-06,1,0.088,0.088,0.2,0
1.0011,-0.0026437,2.5017,4.8183e-06,9.9886e-06,1,0.089,0.089,0.2,0
1.0011,-0.0025953,2.5017,5.9654e-06,1.1678e-05,1,0.09,0.09,0.2,0
1.0011,-0.0025469,2.5016,7.1124e-06,1.3368e-05,1,0.091,0.091,0.2,0
1.001,-0.0024985,2.5016,8.2594e-06,1.5058e-05,1,0.092,0.092,0.2,0
1.001,-0.0024501,2.5015,9.4064e-06,1.6748e-05,1,0.093,0.093,0.2,0
1.001,-0.0024017,2.5015,1.0553e-05,1.8437e-05,1,0.094,0.094,0.2,0
1.001,-0.0023533,2.5015,1.17e-05,2.0127e-05,1,0.095,0.095,0.2,0
1.0009,-0.0023049,2.5014,1.2847e-05,2.1817e-05,1,0.096,0.096,0.2,0
1.0009,-0.0022565,2.5014,1.3995e-05,2.3507e-05,1,0.097,0.097,0.2,0
1.0009,-0.0022081,2.5013,1.5142e-05,2.5196e-05,1,0.098,0.098,0.2,0
