"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99787,0.0075157,2.4994,0.00011547,2.8926e-05,1,0,0,0.2,0
0.99791,0.0074122,2.4995,0.00011342,2.8181e-05,1,0.001,0.001,0.2,0
0.99795,0.0073087,2.4995,0.00011137,2.7437e-05,1,0.002,0.002,0.2,0
0.99799,0.0072053,2.4995,0.00010933,2.6692e-05,1,0.003,0.003,0.2,0
0.99803,0.0071018,2.4995,0.00010728,2.5948e-05,1,0.004,0.004,0.2,0
0.99807,0.0069983,2.4996,0.00010523,2.5203e-05,1,0.005,0.005,0.2,0
0.99811,0.0068948,2.4996,0.00010319,2.4459e-05,1,0.006,0.006,0.2,0
0.99815,0.0067913,2.4996,0.00010114,2.3714e-05,1,0.007,0.007,0.2,0
0.99819,0.0066878,2.4996,9.9091e-05,2.2969e-05,1,0.008,0.008,0.2,0
0.99823,0.0065844,2.4997,9.7043e-05,2.2225e-05,1,0.009,0.009,0.2,0
0.99827,0.0064809,2.4997,9.4996e-05,2.148e-05,1,0.01,0.01,0.2,0
0.99831,0.0063774,2.4997,9.2949e-05,2.0736e-05,1,0.011,0.011,0.2,0
0.99835,0.0062739,2.4997,9.0901e-05,1.9991e-05,1,0.012,0.012,0.2,0
0.99839,0.0061704,2.4997,8.8854e-05,1.9247e-05,1,0.013,0.013,0.2,0
0.99843,0.0060669,2.4998,8.6806e-05,1.8502e-05,1,0.014,0.014,0.2,0
0.99848,0.0059635,2.4998,8.4759e-05,1.7757e-05,1,0.015,0.015,0.2,0
0.99852,0.00586,2.4998,8.2712e-05,1.7013e-05,1,0.016,0.016,0.2,0
0.99856,0.0057565,2.4998,8.0664e-05,1.6268e-05,1,0.017,0.017,0.2,0
0.9986,0.005653,2.4999,7.8617e-05,1.5524e-05,1,0.018,0.018,0.2,0
0.99864,0.0055495,2.4999,7.657e-05,1.4779e-05,1,0.019,0.019,0.2,0
