"rho","u1","T","D11","q1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99795,0.0067744,2.4997,9.4208e-05,8.7689e-06,1,0,0,0.2,0
0.99799,0.0066827,2.4997,9.2593e-05,8.5041e-06,1,0.001,0.001,0.2,0
0.99803,0.006591,2.4997,9.0978e-05,8.2392e-06,1,0.002,0.002,0.2,0
0.99807,0.0064993,2.4997,8.9364e-05,7.9744e-06,1,0.003,0.003,0.2,0
0.9981,0.0064075,2.4997,8.7749e-05,7.7096e-06,1,0.004,0.004,0.2,0
0.99814,0.0063158,2.4998,8.6134e-05,7.4448e-06,1,0.005,0.005,0.2,0
0.99818,0.0062241,2.4998,8.4519e-05,7.18e-06,1,0.006,0.006,0.2,0
0.99822,0.0061323,2.4998,8.2905e-05,6.9151e-06,1,0.007,0.007,0.2,0
0.99826,0.0060406,2.4998,8.129e-05,6.6503e-06,1,0.008,0.008,0.2,0
0.99829,0.0059489,2.4998,7.9675e-05,6.3855e-06,1,0.009,0.009,0.2,0
0.99833,0.0058571,2.4998,7.8061e-05,6.1207e-06,1,0.01,0.01,0.2,0
0.99837,0.0057654,2.4999,7.6446e-05,5.8558e-06,1,0.011,0.011,0.2,0
0.99841,0.0056737,2.4999,7.4831e-05,5.591e-06,1,0.012,0.012,0.2,0
0.99845,0.0055819,2.4999,7.3217e-05,5.3262e-06,1,0.013,0.013,0.2,0
0.99848,0.0054902,2.4999,7.1602e-05,5.0614e-06,1,0.014,0.014,0.2,0
0.99852,0.0053985,2.4999,6.9987e-05,4.7966e-06,1,0.015,0.015,0.2,0
0.99856,0.0053068,2.4999,6.8373e-05,4.5317e-06,1,0.016,0.016,0.2,0
0.9986,0.005215,2.5,6.6758e-05,4.2669e-06,1,0.017,0.017,0.2,0
0.99864,0.0051233,2.5,6.5143e-05,4.0021e-06,1,0.018,0.018,0.2,0
0.99867,0.0050316,2.5,6.3528e-05,3.7373e-06,1,0.019,0.019,0.2,0
0.99871,0.0049398,2.5,6.1914e-05,3.4724e-06,1,0.02,0.02,0.2,0
0.99875,0.0048481,2.5,6.0299e-05,3.2076e-06,1,0.021,0.021,0.2,0
0.99879,0.0047564,2.5,5.8684e-05,2.9428e-06,1,0.022,0.022,0.2,0
0.99883,0.0046646,2.5001,5.707e-05,2.678e-06,1,0.023,0.023,0.2,0
0.99886,0.0045729,2.5001,5.5455e-05,2.4132e-06,1,0.024,0.024,0.2,0
0.9989,0.0044812,2.5001,5.384e-05,2.1483e-06,1,0.025,0.025,0.2,0
0.99894,0.0043895,2.5001,5.2226e-05,1.8835e-06,1,0.026,0.026,0.2,0
0.99898,0.0042977,2.5001,5.0611e-05,1.6187e-06,1,0.027,0.027,0.2,0
0.99902,0.004206,2.5001,4.8996e-05,1.3539e-06,1,0.028,0.028,0.2,0
0.99906,0.0041143,2.5002,4.7381e-05,1.0891e-06,1,0.029,0.029,0.2,0
0.99909,0.0040225,2.5002,4.5767e-05,8.2423e-07,1,0.03,0.03,0.2,0
0.99913,0.0039308,2.5002,4.4152e-05,5.5941e-07,1,0.031,0.031,0.2,0
0.99917,0.0038391,2.5002,4.2537e-05,2.9459e-07,1,0.032,0.032,0.2,0
0.99921,0.0037473,2.5002,4.0923e-05,2.9767e-08,1,0.033,0.033,0.2,0
0.99925,0.0036556,2.5002,3.9308e-05,-2.3505e-07,1,0.034,0.034,0.2,0
0.99928,0.0035639,2.5003,3.7693e-05,-4.9988e-07,1,0.035,0.035,0.2,0
0.99932,0.0034721,2.5003,3.6079e-05,-7.647e-07,1,0.036,0.036,0.2,0
0.99936,0.0033804,2.5003,3.4464e-05,-1.0295e-06,1,0.037,0.037,0.2,0
0.9994,0.0032887,2.5003,3.2849e-05,-1.2943e-06,1,0.038,0.038,0.2,0
0.99944,0.003197,2.5003,3.1234e-05,-1.5592e-06,1,0.039,0.039,0.2,0
0.99947,0.0031052,2.5003,2.962e-05,-1.824e-06,1,0.04,0.04,0.2,0
0.99951,0.0030135,2.5004,2.8005e-05,-2.0888e-06,1,0.041,0.041,0.2,0
0.99955,0.0029218,2.5004,2.639e-05,-2.3536e-06,1,0.042,0.042,0.2,0
0.99959,0.00283,2.5004,2.4776e-05,-2.6184e-06,1,0.043,0.043,0.2,0
0.99963,0.0027383,2.5004,2.3161e-05,-2.8833e-06,1,0.044,0.044,0.2,0
