"Uc","Um","Ue","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,6.6611e-07,1,1,0,0,0.2,0
1,6.6175e-07,1,1,0.0001,0.0001,0.2,0
1,6.574e-07,1,1,0.0002,0.0002,0.2,0
1,6.5304e-07,1,1,0.0003,0.0003,0.2,0
1,6.4868e-07,1,1,0.0004,0.0004,0.2,0
1,6.4433e-07,1,1,0.0005,0.0005,0.2,0
1,6.3997e-07,1,1,0.0006,0.0006,0.2,0
1,6.3562e-07,1,1,0.0007,0.0007,0.2,0
1,6.3126e-07,1,1,0.0008,0.0008,0.2,0
1,6.2691e-07,1,1,0.0009,0.0009,0.2,0
1,6.2255e-07,1,1,0.001,0.001,0.2,0
1,6.182e-07,1,1,0.0011,0.0011,0.2,0
1,6.1384e-07,1,1,0.0012,0.0012,0.2,0
1,6.0949e-07,1,1,0.0013,0.0013,0.2,0
1,6.0513e-07,1,1,0.0014,0.0014,0.2,0
1,6.0078e-07,1,1,0.0015,0.0015,0.2,0
1,5.9642e-07,1,1,0.0016,0.0016,0.2,0
1,5.9207e-07,1,1,0.0017,0.0017,0.2,0
1,5.8771e-07,1,1,0.0018,0.0018,0.2,0
1,5.8335e-07,1,1,0.0019,0.0019,0.2,0
1,5.79e-07,1,1,0.002,0.002,0.2,0
1,5.7464e-07,1,1,0.0021,0.0021,0.2,0
1,5.7029e-07,1,1,0.0022,0.0022,0.2,0
1,5.6593e-07,1,1,0.0023,0.0023,0.2,0
1,5.6158e-07,1,1,0.0024,0.0024,0.2,0
1,5.5722e-07,1,1,0.0025,0.0025,0.2,0
1,5.5287e-07,1,1,0.0026,0.0026,0.2,0
1,5.4851e-07,1,1,0.0027,0.0027,0.2,0
1,5.4416e-07,1,1,0.0028,0.0028,0.2,0
1,5.398e-07,1,1,0.0029,0.0029,0.2,0
1,5.3545e-07,1,1,0.003,0.003,0.2,0
1,5.3109e-07,1,1,0.0031,0.0031,0.2,0
1,5.2673e-07,1,1,0.0032,0.0032,0.2,0
1,5.2238e-07,1,1,0.0033,0.0033,0.2,0
1,5.1802e-07,1,1,0.0034,0.0034,0.2,0
1,5.1367e-07,1,1,0.0035,0.0035,0.2,0
1,5.0931e-07,1,1,0.0036,0.0036,0.2,0
1,5.0496e-07,1,1,0.0037,0.0037,0.2,0
1,5.006e-07,1,1,0.0038,0.0038,0.2,0
1,4.9625e-07,1,1,0.0039,0.0039,0.2,0
1,4.9189e-07,1,1,0.004,0.004,0.2,0
1,4.8754e-07,1,1,0.0041,0.0041,0.2,0
1,4.8318e-07,1,1,0.0042,0.0042,0.2,0
1,4.7883e-07,1,1,0.0043,0.0043,0.2,0
1,4.7447e-07,1,1,0.0044,0.0044,0.2,0
1,4.7011e-07,1,1,0.0045,0.0045,0.2,0
1,4.6576e-07,1,1,0.0046,0.0046,0.2,0
1,4.614e-07,1,1,0.0047,0.0047,0.2,0
1,4.5705e-07,1,1,0.0048,0.0048,0.2,0
1,4.5269e-07,1,1,0.0049,0.0049,0.2,0
1,4.4834e-07,1,1,0.005,0.005,0.2,0
1,4.4398e-07,1,1,0.0051,0.0051,0.2,0
1,4.3963e-07,1,1,0.0052,0.0052,0.2,0
1,4.3527e-07,1,1,0.0053,0.0053,0.2,0
1,4.3092e-07,1,1,0.0054,0.0054,0.2,0
1,4.2656e-07,1,1,0.0055,0.0055,0.2,0
1,4.2221e-07,1,1,0.0056,0.0056,0.2,0
1,4.1785e-07,1,1,0.0057,0.0057,0.2,0
1,4.1349e-07,1,1,0.0058,0.0058,0.2,0
1,4.0914e-07,1,1,0.0059,0.0059,0.2,0
1,4.0478e-07,1,1,0.006,0.006,0.2,0
1,4.0043e-07,1,1,0.0061,0.0061,0.2,0
1,3.9607e-07,1,1,0.0062,0.0062,0.2,0
1,3.9172e-07,1,1,0.0063,0.0063,0.2,0
1,3.8736e-07,1,1,0.0064,0.0064,0.2,0
1,3.8301e-07,1,1,0.0065,0.0065,0.2,0
1,3.7865e-07,1,1,0.0066,0.0066,0.2,0
1,3.743e-07,1,1,0.0067,0.0067,0.2,0
1,3.6994e-07,1,1,0.0068,0.0068,0.2,0
1,3.6559e-07,1,1,0.0069,0.0069,0.2,0
1,3.6123e-07,1,1,0.007,0.007,0.2,0
1,3.5688e-07,1,1,0.0071,0.0071,0.2,0
1,3.5252e-07,1,1,0.0072,0.0072,0.2,0
1,3.4816e-07,1,1,0.0073,0.0073,0.2,0
1,3.4381e-07,1,1,0.0074,0.0074,0.2,0
1,3.3945e-07,1,1,0.0075,0.0075,0.2,0
1,3.351e-07,1,1,0.0076,0.0076,0.2,0
1,3.3074e-07,1,1,0.0077,0.0077,0.2,0
1,3.2639e-07,1,1,0.0078,0.0078,0.2,0
1,3.2203e-07,1,1,0.0079,0.0079,0.2,0
1,3.1768e-07,1,1,0.008,0.008,0.2,0
1,3.1332e-07,1,1,0.0081,0.0081,0.2,0
1,3.0897e-07,1,1,0.0082,0.0082,0.2,0
1,3.0461e-07,1,1,0.0083,0.0083,0.2,0
1,3.0026e-07,1,1,0.0084,0.0084,0.2,0
1,2.959e-07,1,1,0.0085,0.0085,0.2,0
1,2.9154e-07,1,1,0.0086,0.0086,0.2,0
1,2.8719e-07,1,1,0.0087,0.0087,0.2,0
1,2.8283e-07,1,1,0.0088,0.0088,0.2,0
1,2.7848e-07,1,1,0.0089,0.0089,0.2,0
1,2.7412e-07,1,1,0.009,0.009,0.2,0
1,2.6977e-07,1,1,0.0091,0.0091,0.2,0
1,2.6541e-07,1,1,0.0092,0.0092,0.2,0
1,2.6106e-07,1,1,0.0093,0.0093,0.2,0
1,2.567e-07,1,1,0.0094,0.0094,0.2,0
1,2.5235e-07,1,1,0.0095,0.0095,0.2,0
1,2.4799e-07,1,1,0.0096,0.0096,0.2,0
1,2.4364e-07,1,1,0.0097,0.0097,0.2,0
1,2.3928e-07,1,1,0.0098,0.0098,0.2,0
1,2.3492e-07,1,1,0.0099,0.0099,0.2,0
1,2.3057e-07,1,1,0.01,0.01,0.2,0
1,2.2621e-07,1,1,0.0101,0.0101,0.2,0
1,2.2186e-07,1,1,0.0102,0.0102,0.2,0
1,2.175e-07,1,1,0.0103,0.0103,0.2,0
1,2.1315e-07,1,1,0.0104,0.0104,0.2,0
1,2.0879e-07,1,1,0.0105,0.0105,0.2,0
1,2.0444e-07,1,1,0.0106,0.0106,0.2,0
1,2.0008e-07,1,1,0.0107,0.0107,0.2,0
1,1.9573e-07,1,1,0.0108,0.0108,0.2,0
1,1.9137e-07,1,1,0.0109,0.0109,0.2,0
1,1.8702e-07,1,1,0.011,0.011,0.2,0
